finalist,year,winner_Nominee,item_award,award_description
Vanessa Redgrave,2011,Nominee,Irina Palm,Worst British Supporting Actress
Vanessa Redgrave,2013,Winner,Ischia Global Ambassador Award,
Vanessa Redgrave,1977,Winner,KCFCC Award,Best Supporting Actress
Vanessa Redgrave,2001,Winner,Screen Idol Award,Female
Vanessa Redgrave,1970,Nominee,Golden Laurel,Female Star
Vanessa Redgrave,2012,Nominee,ALFS Award,Supporting Actress of the Year
Vanessa Redgrave,1987,Nominee,LAFCA Award,Best Supporting Actress
Vanessa Redgrave,1993,Nominee,NSFC Award,Best Supporting Actress
Vanessa Redgrave,2011,Nominee,NYFCC Award,Best Supporting Actress
Vanessa Redgrave,2012,Nominee,OFTA Film Award,Best Supporting Actress
Vanessa Redgrave,2018,Winner,Sophia,International Lifetime Achievement Award
Vanessa Redgrave,2011,Winner,SFFCC Award,Best Supporting Actress
Vanessa Redgrave,1999,Winner,Donostia Lifetime Achievement Award,
Vanessa Redgrave,2011,Nominee,Satellite Award,Best Actress in a Supporting Role
Vanessa Redgrave,2014,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Vanessa Redgrave,2007,Winner,Magnolia Award,Best Performance by an Actress in a Television Film
Vanessa Redgrave,2006,Winner,Sofia Municipality Award,
Vanessa Redgrave,2017,Winner,Lifetime Achievement Award,
Vanessa Redgrave,2006,Winner,Lifetime Achievement Award,
Vanessa Redgrave,2011,Nominee,UFCA Award,Best Supporting Actress
Vanessa Redgrave,2018,Winner,Career Golden Lion,
Vanessa Redgrave,2011,Nominee,VVFP Award,Best Supporting Actress
Vanessa Redgrave,2005,Winner,Acting and Activism Award,
Albert Finney,2001,Nominee,Oscar,Best Actor in a Supporting Role
Albert Finney,2004,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Albert Finney,2002,Winner,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Albert Finney,2004,Nominee,BAFTA Film Award,Best Performance by an Actor in a Supporting Role
Albert Finney,2004,Nominee,Movies for Grownups Award,Best Actor
Albert Finney,2004,Nominee,Saturn Award,Best Actor
Albert Finney,2003,Nominee,ACCA,Best Actor in a Supporting Role
Albert Finney,1984,Winner,Silver Berlin Bear,Best Actor
Albert Finney,2001,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama
Albert Finney,2000,Nominee,BSFC Award,Best Supporting Actor
Albert Finney,2008,Nominee,Critics Choice Award,Best Acting Ensemble
Albert Finney,2003,Winner,Broadcasting Press Guild Award,Best Actor
Albert Finney,1991,Nominee,CableACE,Actor in a Movie or Miniseries
Albert Finney,2004,Nominee,COFCA Award,Best Supporting Actor
Albert Finney,2001,Nominee,CFCA Award,Best Supporting Actor
Albert Finney,2001,Nominee,Chlotrudis Award,Best Supporting Actor
Albert Finney,2019,Winner,CinEuphoria,Career - Honorary Award
Albert Finney,2004,Nominee,DFWFCA Award,Best Supporting Actor
Albert Finney,1976,Winner,Evening Standard British Film Award,Best Actor
Albert Finney,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Actor of the Decade
Albert Finney,2007,Winner,Gotham Independent Film Award,Best Ensemble Performance
Albert Finney,1985,Winner,Joseph Plateau Award,Best Actor
Albert Finney,2000,Nominee,Sierra Award,Best Supporting Actor
Albert Finney,1971,Nominee,Golden Laurel,"Best Comedy Performance, Male"
Albert Finney,2008,Nominee,ALFS Award,British Supporting Actor of the Year
Albert Finney,1984,Winner,LAFCA Award,Best Actor
Albert Finney,1961,Winner,Best Actor,
Albert Finney,1961,Winner,NBR Award,Best Actor
Albert Finney,1985,Nominee,NSFC Award,Best Actor
Albert Finney,1984,Nominee,NYFCC Award,Best Actor
Albert Finney,2017,Winner,OFTA Film Hall of Fame,Acting
Albert Finney,2001,Nominee,OFCS Award,Best Supporting Actor
Albert Finney,2003,Nominee,RTS Television Award,Best Actor - Male
Albert Finney,2003,Nominee,Golden Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Albert Finney,2003,Nominee,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Albert Finney,1963,Winner,Volpi Cup,Best Actor
Frances Sternhagen,2002,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Frances Sternhagen,1993,Nominee,Saturn Award,Best Supporting Actress
Frances Sternhagen,1956,Winner,Clarence Derwent Award,Best supporting Female (USA)
Frances Sternhagen,2003,Nominee,DVD Premiere Award,Best Supporting Actress
Frances Sternhagen,1999,Winner,Lone Star Film & Television Award,Best TV Supporting Actress
Frances Sternhagen,2003,Nominee,Golden Satellite Award,Best Actress in a Supporting Role in a Miniseries or a Motion Picture Made for Television
Craig Piligian,2010,Nominee,Primetime Emmy,Outstanding Reality Program
Illeana Douglas,2002,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Illeana Douglas,1996,Nominee,Saturn Award,Best Supporting Actress
Illeana Douglas,2000,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actress - Drama/Romance
Illeana Douglas,1995,Nominee,CableACE,Short-Form Programming Special
Illeana Douglas,1996,Nominee,Chlotrudis Award,Best Supporting Actress
Illeana Douglas,2000,Nominee,Chainsaw Award,Best Supporting Actress
Illeana Douglas,2011,Winner,FilmOut Festival Award,Best Supporting Actress
Illeana Douglas,1996,Nominee,NSFC Award,Best Supporting Actress
Illeana Douglas,2002,Winner,OFTA Television Award,Best Guest Actress in a Drama Series
Katherine Helmond,1989,Winner,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Illeana Douglas,2000,Winner,Golden Satellite Award,"Best Performance by an Actress in a Series, Comedy or Musical"
Illeana Douglas,2002,Nominee,Stinker Award,Worst Fake Accent: Female
Illeana Douglas,2010,Winner,Streamy Award,Best Ensemble Cast in a Web Series
Illeana Douglas,2011,Winner,Best Featured Actress,
Katherine Helmond,2002,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Katherine Helmond,1990,Nominee,Saturn Award,Best Supporting Actress
Katherine Helmond,1971,Winner,Clarence Derwent Award,Best supporting Female (USA)
Katherine Helmond,2005,Nominee,TV Land Award,Favorite Mother-In-Law
Ron Silver,2002,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Ron Silver,2005,Nominee,Daytime Emmy,Outstanding Performer in a Children/Youth/Family Special
Ron Silver,1997,Nominee,Gemini,Best Performance by an Actor in a Leading Role in a Dramatic Program
James Franco,2011,Nominee,Oscar,Best Performance by an Actor in a Leading Role
James Franco,2018,Winner,Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy
James Franco,2016,Nominee,Primetime Emmy,Outstanding Short Form Variety Series
James Franco,2011,Nominee,BAFTA Film Award,Best Leading Actor
James Franco,2008,Nominee,Saturn Award,Best Supporting Actor
James Franco,2019,Winner,EDA Special Mention Award,Hall of Shame
James Franco,2018,Nominee,AFCA Award,Best Actor
James Franco,2017,Winner,Honorable Mentions (The Next Ten Best Picture Contenders),Honorable Mentions
James Franco,2017,Winner,BTVA Special/DVD Voice Acting Award,Best Vocal Ensemble in a TV Special/Direct-to-DVD Title or Short
James Franco,2013,Nominee,Teddy,Best Documentary/Essay Film
James Franco,2018,Winner,Critics Choice Award,Best Actor in a Comedy
James Franco,2013,Nominee,Un Certain Regard Award,
James Franco,2017,Winner,Capri Actor Award,
James Franco,2018,Nominee,COFCA Award,Best Actor
James Franco,2017,Nominee,CFCA Award,Best Actor
James Franco,2010,Nominee,Gold Hugo,Best Short Film
James Franco,2014,Winner,Chlotrudis Award,Best Adapted Screenplay
James Franco,2014,Nominee,Heterodox Award,
James Franco,2017,Nominee,DFWFCA Award,Best Actor
James Franco,2018,Nominee,DFCS Award,Best Actor
James Franco,2017,Winner,DFCS Award,Best Actor
James Franco,2017,Winner,DFCC,Best Actor
James Franco,2011,Nominee,Empire Award,Best Actor
James Franco,2019,Nominee,Golden Carp Film Award - International,Favorite Actor
James Franco,2013,Winner,Jury Prize,Best Documentary
James Franco,2018,Nominee,Independent Spirit Award,Best Male Lead
James Franco,2015,Winner,FilmOut Audience Awards,Best Actor
James Franco,2017,Nominee,FFCC Award,Best Actor
James Franco,2018,Nominee,Dorian Award,Film Performance of the Year - Actor
James Franco,2018,Nominee,GAFCA Award,Best Actor
James Franco,2019,Nominee,Grand Prix,Best Film
James Franco,2018,Nominee,Gold Derby Award,Lead Actor
James Franco,2017,Nominee,Golden Schmoes,Best Actor of the Year
James Franco,2017,Winner,Gotham Independent Film Award,Best Actor
James Franco,2015,Nominee,Grammy,Best Spoken Word Album
James Franco,2010,Nominee,Golden Starfish Award,Short
James Franco,2009,Winner,Man of the Year,
James Franco,2018,Nominee,HFCS Award,Best Director
James Franco,2008,Winner,Hollywood Breakthrough Award,Actor of the Year
James Franco,2018,Winner,HFCS Award,Best Actor
James Franco,2010,Winner,IFJA Award,Best Actor
James Franco,2020,Nominee,ISA,Best Lead Actor - Comedy
James Franco,2017,Nominee,ICP Award,Best Lead Actor
James Franco,2014,Winner,ICS Award,Best Supporting Actor
James Franco,2014,Winner,INOCA,Best Supporting Actor
James Franco,2018,Nominee,IFC Award,Best Actor
James Franco,2011,Nominee,IOMA,Best Actor (Miglior attore protagonista)
James Franco,2013,Winner,Audience Award,Best Narrative
James Franco,2015,Winner,Jury Prize,Special Mention
James Franco,2010,Winner,Sierra Award,Best Actor
James Franco,2018,Nominee,ALFS Award,Actor of the Year
James Franco,2017,Nominee,LAFCA Award,Best Actor
James Franco,2017,Nominee,LAOFCS Award,Best Actor
James Franco,2015,Nominee,MTV Movie Award,Best Duo
James Franco,2011,Nominee,National Movie Award,Performance of the Year
James Franco,2014,Winner,NSFC Award,Best Supporting Actor
James Franco,2017,Winner,NFCS Award,Best Actor
James Franco,2017,Nominee,NMFC Award,Best Actor
James Franco,2013,Nominee,NYFCC Award,Best Supporting Actor
James Franco,2010,Winner,NYFCO Award,Best Actor
James Franco,2018,Nominee,NCFCA Award,Best Actor
James Franco,2017,Nominee,NTFCA Award,Best Actor
James Franco,2018,Nominee,OFCC Award,Best Actor
James Franco,2018,Winner,OAFFC Award,Best Male Lead
James Franco,2018,Nominee,OFTA Film Award,Best Actor
James Franco,2017,Nominee,OFCS Award,Best Actor
James Franco,2014,Nominee,People's Choice Award,Favorite Comedic Movie Actor
James Franco,2017,Nominee,PCC Award,Best Actor
James Franco,2017,Nominee,PFCS Award,Best Actor in a Leading Role
James Franco,2013,Nominee,Jury Prize,Best Documentary
James Franco,2020,Nominee,Razzie Award,Worst Actor
James Franco,2012,Nominee,Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur)
James Franco,2012,Nominee,CinemaXXI Award for Short and Medium Films,
James Franco,2017,Nominee,SDFCS Award,Best Actor
James Franco,2017,Nominee,SFFCC Award,Best Actor
James Franco,2017,Winner,Golden Seashell,Best Film
James Franco,2018,Winner,Sant Jordi,Best Actor in a Foreign Film (Mejor Actor en Película Extranjera)
James Franco,2011,Winner,Outstanding Performer of the Year Award,
James Franco,2018,Nominee,Satellite Award,Best Actor in a Motion Picture
James Franco,2018,Nominee,Actor,Outstanding Performance by a Male Actor in a Leading Role
James Franco,2017,Nominee,Seattle Film Critics Award,Best Actor
James Franco,2017,Nominee,SEFCA Award,Best Actor
James Franco,2017,Nominee,SLFCA Award,Best Actor
James Franco,2010,Nominee,Audience Award,Spotlight Premiere
James Franco,2015,Nominee,Teen Choice Award,Choice Movie Actor: Drama
James Franco,2015,Nominee,Streamy Award,Best Actor
John Larroquette,1988,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
John Larroquette,2002,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
John Larroquette,2015,Nominee,Saturn Award,Best Guest Performance in a Television Series
John Larroquette,1990,Nominee,American Comedy Award,Funniest Supporting Male Performer in a TV Series
John Larroquette,2012,Nominee,Grammy,Best Musical Theater Album
James Franco,2019,Winner,Best Narrative Short Film,Best short Film
James Franco,2013,Nominee,TFCA Award,Best Supporting Actor
James Franco,2017,Nominee,People's Choice Award,Midnight Madness
James Franco,2017,Nominee,UFCA Award,Best Actor
James Franco,2011,Nominee,VFCC Award,Best Actor
James Franco,2016,Winner,Fondazione Mimmo Rotella Award,
James Franco,2013,Winner,VVFP Award,Best Supporting Actor
James Franco,2013,Winner,Star on the Walk of Fame,Motion Picture
James Franco,2017,Nominee,WAFCA Award,Best Actor
James Franco,2014,Winner,Just Kidding Award,Merry Macho Award
James Franco,2000,Nominee,Young Artist Award,Best Performance in a TV Series - Young Ensemble
James Franco,2014,Nominee,Young Hollywood Award,Best Bromance
John Larroquette,2002,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
John Larroquette,2019,Nominee,Festival Award,Best Ensemble Cast
John Larroquette,2009,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
John Larroquette,1998,Winner,Q Award,Best Recurring Player
Michael Seibert,2003,Winner,Primetime Emmy,Outstanding Choreography
Jayne Torvill,2002,Nominee,Primetime Emmy,Outstanding Choreography
Jay Bienstock,2017,Winner,Primetime Emmy,Outstanding Reality Competition Program
Mark Harmon,1993,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Mark Harmon,2002,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Mark Harmon,1996,Nominee,CableACE,Actor in a Dramatic Special or Series
Jay Bienstock,2018,Winner,PGA Award,Outstanding Producer of Competition Television
Mark Harmon,2005,Winner,Golden Boot,
Mark Harmon,2017,Winner,People's Choice Award,Favorite TV Crime Drama Actor
Mark Harmon,2013,Winner,Prism Award,Male Performance in a Drama Series Multi-Episode Storyline
Mark Harmon,1998,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Mark Harmon,2014,Nominee,TV Guide Award,Favorite Actor
Mark Harmon,1993,Nominee,Q Award,Best Actor in a Quality Drama Series
Mark Harmon,2012,Winner,Star on the Walk of Fame,Television
Adam Arkin,2002,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Adam Arkin,1999,Nominee,Blockbuster Entertainment Award,Favorite Actor - Horror
Adam Arkin,2009,Nominee,BSFC Award,Best Ensemble Cast
Adam Arkin,1993,Nominee,CableACE,Actor in a Dramatic Series
Adam Arkin,2001,Winner,Children's Jury Award,North American Feature Film or Video - Live-Action
Adam Arkin,2002,Winner,Daytime Emmy,Outstanding Directing in a Children's Special
Adam Arkin,2002,Nominee,DGA Award,Outstanding Directorial Achievement in Children's Programs
Adam Arkin,1982,Nominee,Genie,"Best Screenplay, Original"
Adam Arkin,1998,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Adam Arkin,1992,Winner,Q Award,Specialty Player
Sandra Bezic,2003,Winner,Primetime Emmy,Outstanding Choreography
Sandra Bezic,2013,Nominee,Canadian Screen Award,"Best Music, Variety, Sketch Comedy or Talk Program or Series"
Sandra Bezic,2010,Nominee,Gemini,"Best Music, Variety Program or Series"
Oprah Winfrey,2015,Nominee,Oscar,Best Motion Picture of the Year
Oprah Winfrey,2018,Winner,Cecil B. DeMille Award,
Oprah Winfrey,2019,Nominee,Primetime Emmy,Outstanding Limited Series
Oprah Winfrey,2014,Nominee,BAFTA Film Award,Best Supporting Actress
Oprah Winfrey,2014,Winner,Movies for Grownups Award,Best Supporting Actress
Oprah Winfrey,2014,Nominee,Hollywood Award,Best Ensemble Cast
Oprah Winfrey,2013,Winner,AAFCA Award,Best Supporting Actress
Oprah Winfrey,1994,Winner,TV Prize,Best Foreign TV Personality - Female (Bästa utländska kvinna)
Oprah Winfrey,2015,Nominee,EDA Award,Best Picture
Oprah Winfrey,2014,Nominee,ACCA,Best Motion Picture
Oprah Winfrey,2014,Nominee,BET Award,Best Actress
Oprah Winfrey,2014,Winner,BFCC Award,Best Ensemble
Oprah Winfrey,2005,Nominee,Black Movie Award,Outstanding Television Movie
Oprah Winfrey,2018,Winner,Lifetime Achievement Award,Ruby Dee Life Achievement
Oprah Winfrey,2019,Nominee,Black Reel,Outstanding TV Movie/Limited Series
Oprah Winfrey,2014,Nominee,Critics Choice Award,Best Supporting Actress
Oprah Winfrey,2008,Winner,Christopher Award,Feature Films
Oprah Winfrey,2013,Winner,CINE Golden Eagle,"Broadcast Division: News, Special Features, Public Affairs & General Information"
Oprah Winfrey,2018,Nominee,Daytime Emmy,Outstanding Special Class Series
Oprah Winfrey,2014,Nominee,DFCS Award,Best Supporting Actress
Oprah Winfrey,2015,Nominee,Independent Spirit Award,Best Feature
Oprah Winfrey,2015,Nominee,GAFCA Award,Best Ensemble
Oprah Winfrey,2015,Nominee,Gold Derby Award,Motion Picture
Oprah Winfrey,1987,Winner,Golden Apple,Female Star of the Year
Oprah Winfrey,2019,Winner,Gotham Independent Film Award,Breakthrough Series - Longform
Oprah Winfrey,2013,Nominee,HFCS Award,Best Supporting Actress
Oprah Winfrey,2018,Nominee,Image Award,"Outstanding Actress in a Television Movie, Limited Series or Dramatic Special"
Oprah Winfrey,2016,Nominee,IDA Award,Best Limited Series
Oprah Winfrey,2005,Winner,Founders Award,
Oprah Winfrey,1985,Nominee,LAFCA Award,Best Supporting Actress
Oprah Winfrey,2018,Nominee,Vision Award,Best Performance - Drama
Oprah Winfrey,2019,Winner,Emmy,Outstanding Feature Story in a News Magazine
Oprah Winfrey,2017,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
Oprah Winfrey,1996,Winner,Personal Award,
Oprah Winfrey,2014,Nominee,People's Choice Award,Favorite Dramatic Movie Actress
Oprah Winfrey,2020,Nominee,PGA Award,Outstanding Producer of Limited Series Television
Oprah Winfrey,2013,Nominee,PFCS Award,Best Actress in a Supporting Role
Oprah Winfrey,2014,Nominee,Prism Award,Performance in a Feature Film
Oprah Winfrey,2014,Nominee,SDFCS Award,Best Ensemble
Oprah Winfrey,2014,Winner,Montecito Award,
Oprah Winfrey,2013,Nominee,Satellite Award,Best Actress in a Supporting Role
Oprah Winfrey,2014,Nominee,Actor,Outstanding Performance by a Female Actor in a Supporting Role
Oprah Winfrey,2018,Nominee,Teen Choice Award,Choice Movie Actress: Fantasy
Oprah Winfrey,2011,Winner,Career Achievement Award,
