finalist,year,winner_Nominee,item_award,award_description
Brie Larson,2013,Nominee,SXSW Grand Jury Award,Narrative Short
Brie Larson,2019,Nominee,Teen Choice Award,Choice Action Movie Actress
Brie Larson,2015,Nominee,TFCA Award,Best Actress
Brie Larson,2017,Nominee,Best Canadian First Feature Film,
Brie Larson,2015,Winner,UFCA Award,Best Actress
Brie Larson,2015,Winner,VFCC Award,Best Actress
Brie Larson,2015,Nominee,VVFP Award,Best Actress
Brie Larson,2015,Nominee,WAFCA Award,Best Actress
Brie Larson,2015,Winner,WFCC Award,Best Young Actress
Brie Larson,2018,Winner,Crystal Award,Tribute
Brie Larson,2007,Nominee,Young Artist Award,Best Performance in a Feature Film - Leading Young Actress
Christopher C. Chen,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Blake Davis,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Blake Davis,2019,Nominee,Daytime Emmy,Outstanding Children's or Family Viewing Series
Blake Davis,2020,Nominee,PGA Award,Outstanding Producer of Game & Competition Television
Chris Ying,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Caryn Capotosto,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Caryn Capotosto,2019,Winner,ACCA,Best Documentary Feature
Caryn Capotosto,2019,Nominee,Cinema Eye Honors Award,Outstanding Achievement in Nonfiction Feature Filmmaking
Caryn Capotosto,2019,Winner,Independent Spirit Award,Best Documentary
Caryn Capotosto,2020,Winner,Gold Derby Award,Documentary Feature of the Decade
Caryn Capotosto,2018,Winner,Audience Award,
Caryn Capotosto,2018,Nominee,IDA Award,Best Feature Documentary
Caryn Capotosto,2019,Winner,LEJA Award,Best Documentary Feature
Caryn Capotosto,2019,Winner,MCFCA Award,Best Documentary Film
Caryn Capotosto,2017,Winner,Emmy,Outstanding Historical Documentary
Caryn Capotosto,2019,Winner,OFTA Film Award,Best Documentary Picture
Caryn Capotosto,2019,Winner,PGA Award,Outstanding Producer of Documentary Theatrical Motion Pictures
David Chang,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Dara Horenblas,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Morgan Neville,2014,Winner,Oscar,"Best Documentary, Features"
Morgan Neville,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Morgan Neville,2015,Nominee,BAFTA Film Award,Best Documentary
Morgan Neville,2019,Winner,EDA Award,Best Documentary Feature Film
Morgan Neville,2013,Winner,Music Documentary Audience Award,
Morgan Neville,2019,Winner,ACCA,Best Documentary Feature
Morgan Neville,2016,Winner,Audience Award,Biografilm Music
Morgan Neville,2014,Winner,Black Reel,Outstanding Documentary
Morgan Neville,2018,Winner,Peoples Choice Award,Feature Length Film
Morgan Neville,2015,Winner,Audience Award,
Morgan Neville,2019,Nominee,Cinema Eye Audience Choice Prize,
Morgan Neville,2018,Nominee,Nesnady and Schwartz Documentary Competition,Best Documentary
Morgan Neville,2018,Winner,Critics' Choice Documentary Award,Best Director
Morgan Neville,2015,Winner,Special Jury Prize,Best Documentary
Morgan Neville,2019,Nominee,DGA Award,Outstanding Directorial Achievement in Documentary
Morgan Neville,2019,Winner,Independent Spirit Award,Best Documentary
Morgan Neville,2018,Winner,Freep Film Festival Award,Audience Choice Award
Morgan Neville,2020,Winner,Gold Derby Award,Documentary Feature of the Decade
Morgan Neville,2018,Winner,Audience Award,
Morgan Neville,2020,Nominee,Grammy,Best Music Film
Morgan Neville,2018,Winner,Truly Moving Picture Award,
Morgan Neville,2018,Nominee,Audience Award,Top 20 Audience Favorites
Morgan Neville,2019,Winner,IDA Award,Best Episodic Series
Morgan Neville,2019,Nominee,INOCA,Best Documentary
Morgan Neville,2019,Winner,LEJA Award,Best Documentary Feature
Morgan Neville,2007,Nominee,Documentary Award,Best Documentary Feature
Morgan Neville,2016,Nominee,Most Popular Documentary,
Morgan Neville,2018,Nominee,Knight Documentary Achievement Award,Best Documentary
Morgan Neville,2015,Nominee,Bruce Sinofsky Prize for Documentary Feature,
Morgan Neville,2005,Winner,Tennessee Independent Spirit Award,
Morgan Neville,2018,Nominee,Emmy,Outstanding Arts & Culture Documentary
Morgan Neville,2018,Winner,OAFFC Award,Best Documentary
Morgan Neville,2019,Winner,OFTA Film Award,Best Documentary Picture
Morgan Neville,2019,Winner,PGA Award,Outstanding Producer of Documentary Theatrical Motion Pictures
Morgan Neville,2018,Nominee,Audience Award,Best Documentary
Morgan Neville,2016,Winner,Audience Award,Best Documentary
Morgan Neville,2013,Winner,Special Jury Prize,Documentary Feature
Morgan Neville,2013,Winner,Audience Award,Documentary
Morgan Neville,2011,Winner,Audience Choice Award,
Morgan Neville,2013,Nominee,Jury Prize,Best Documentary Feature
Morgan Neville,2018,Nominee,Seattle Film Critics Award,Best Documentary
Morgan Neville,2018,Winner,Golden Space Needle Award,Best Documentary
Morgan Neville,2015,Nominee,Grand Jury Prize,Documentary
Morgan Neville,2018,Nominee,Audience Award,Festival Favorites
Morgan Neville,2016,Nominee,Audience Award,Best Documentary
George Shapiro,2020,Nominee,Primetime Emmy,Outstanding Variety Special (Pre-Recorded)
George Shapiro,1989,Nominee,ACE,Comedy Special
Tammy Johnston,2020,Nominee,Primetime Emmy,Outstanding Variety Special (Pre-Recorded)
Denis Jensen,2020,Nominee,Primetime Emmy,Outstanding Variety Special (Pre-Recorded)
Denis Jensen,1997,Winner,Gémeaux,"Best Cinematography - Video (Meilleure direction-photo: Toutes catégories, vidéo)"
John Hodgson,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Jerry Seinfeld,1998,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
Jerry Seinfeld,2020,Nominee,Primetime Emmy,Outstanding Variety Special (Pre-Recorded)
Jerry Seinfeld,2000,Winner,TV Prize,Best Foreign TV Personality - Male (Bästa utländska manliga tv-personlighet)
Jerry Seinfeld,1999,Nominee,American Comedy Award,"Funniest Male Performer in a TV Special (Leading or Supporting) Network, Cable or Syndication"
Jerry Seinfeld,1993,Winner,American Television Award,Best Actor in a Situation Comedy
Jerry Seinfeld,2014,Winner,Clio Honorary Award,Honorary Award
Jerry Seinfeld,2018,Nominee,Grammy,Best Comedy Album
Jerry Seinfeld,1998,Winner,Guinness World Record,Highest Annual Earnings for a Television Actor
Jerry Seinfeld,2008,Nominee,Blimp Award,Favorite Voice from an Animated Movie
Jerry Seinfeld,2018,Nominee,Legacy Award,Best Stand Up Comedian Male
Jerry Seinfeld,2018,Winner,OFTA TV Hall of Fame,Actors and Actresses
Jerry Seinfeld,1997,Nominee,People's Choice Award,Favorite Male Television Performer
Jerry Seinfeld,2008,Nominee,PGA Award,Outstanding Producer of Animated Theatrical Motion Pictures
Jerry Seinfeld,1998,Winner,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Jerry Seinfeld,1998,Nominee,TCA Award,Individual Achievement in Comedy
Jerry Seinfeld,2016,Winner,Webby Award,Online Film & Video: Best Web Personality/Host
Jerry Seinfeld,1999,Winner,AFI Star Award,
Jerry Seinfeld,1997,Nominee,Q Award,Best Actor in a Quality Comedy Series
Jerry Seinfeld,1993,Nominee,WGA Award (TV),Episodic Comedy
Arif Nurmohamed,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Arif Nurmohamed,2014,Nominee,Emmy,Outstanding Science and Technology Programming
Keith Addis,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Keith Addis,1989,Nominee,Daytime Emmy,Outstanding Children's Special
Matt Renner,2020,Winner,Primetime Emmy,Exceptional Merit in Documentary Filmmaking
Matt Renner,2012,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Peter Lovering,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Peter Lovering,2020,Nominee,BAFTA TV Award,Current Affairs
Peter Lovering,2015,Nominee,Emmy,Outstanding Science and Technology Programming
Greg Wright,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Greg Wright,2019,Winner,Gold World Medal,Documentaries
Greg Wright,2018,Winner,New York Press Club Award,Business Reporting - TV
Craig Thomson,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Craig Thomson,2020,Winner,New York Press Club Award,Documentary - TV
Craig Thomson,2020,Winner,Emmy,Best Story in a Newscast
Jeff Goldblum,1996,Nominee,Oscar,"Best Short Film, Live Action"
Jeff Goldblum,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Jeff Goldblum,1997,Nominee,Saturn Award,Best Actor
Jeff Goldblum,2017,Nominee,EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest
Jeff Goldblum,1998,Nominee,Blockbuster Entertainment Award,Favorite Actor - Sci-Fi
Jeff Goldblum,2004,Nominee,BSFC Award,Best Ensemble Cast
Jeff Goldblum,2013,Nominee,British Independent Film Award,Best Supporting Actor
Jeff Goldblum,2005,Nominee,Critics Choice Award,Best Acting Ensemble
Jeff Goldblum,1989,Nominee,ACE,Actor in a Movie or Miniseries
Jeff Goldblum,2015,Winner,COFCA Award,Best Ensemble
Jeff Goldblum,1993,Nominee,CFCA Award,Best Supporting Actor
Jeff Goldblum,1996,Nominee,Gold Hugo,Best Short Film
Jeff Goldblum,2016,Winner,CinemaCon Award,Ensemble of the Universe
Jeff Goldblum,2017,Winner,Special Achievement Award,
Jeff Goldblum,2014,Winner,DFCS Award,Best Ensemble
Jeff Goldblum,1993,Winner,Chainsaw Award,Best Supporting Actor
Jeff Goldblum,1993,Nominee,Independent Spirit Award,Best Supporting Male
Jeff Goldblum,2014,Winner,FFCC Award,Best Ensemble
Jeff Goldblum,1983,Nominee,Genie,Best Performance by a Foreign Actor
Jeff Goldblum,2015,Winner,GAFCA Award,Best Ensemble
Jeff Goldblum,2020,Nominee,Gold Derby Award,Ensemble of the Decade
Jeff Goldblum,2019,Nominee,LEJA Award,Best Voice or Motion Capture Performance
Jeff Goldblum,1987,Nominee,NSFC Award,Best Actor
Jeff Goldblum,1986,Nominee,NYFCC Award,Best Actor
Jeff Goldblum,1997,Nominee,OFTA Film Award,Best Sci-Fi/Fantasy/Horror Actor
Jeff Goldblum,2014,Nominee,PFCS Award,Best Ensemble Acting
Jeff Goldblum,2014,Nominee,SDFCS Award,Best Ensemble
Jeff Goldblum,2015,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Jeff Goldblum,1990,Winner,Best Actor,
Jeff Goldblum,2014,Winner,SEFCA Award,Best Ensemble
Jeff Goldblum,2014,Nominee,VVFP Award,Best Supporting Actor
Jeff Goldblum,2018,Winner,Star on the Walk of Fame,Motion Picture
Jeff Goldblum,2014,Nominee,WAFCA Award,Best Acting Ensemble
Jane Root,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Jane Root,2020,Nominee,BAFTA TV Award,Current Affairs
Jane Root,2015,Nominee,Emmy,Outstanding Science and Technology Programming
Jane Root,2017,Winner,WFTV Award,Business Award
Subrata De,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Subrata De,2018,Nominee,IDA Award,Best Short Form Series
Subrata De,2020,Winner,New York Press Club Award,Documentary - TV
Subrata De,2018,Nominee,Emmy,Outstanding Feature Story in a News Magazine
Beverly Chase,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Beverly Chase,2001,Winner,Best Short Comedy,
Beverly Chase,2019,Winner,Gold World Medal,Documentaries
Beverly Chase,2020,Winner,New York Press Club Award,Documentary - TV
Beverly Chase,2014,Nominee,Emmy,Outstanding Feature Story in a News Magazine
Chris Rowe,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Mike Rinder,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Mike Rinder,2019,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Devon Graham,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Devon Graham,2019,Nominee,IDA Award,Best Episodic Series
Devon Graham,2018,Winner,PGA Award,Outstanding Producer of Non-Fiction Television
Devon Graham,2020,Nominee,Realscreen Award,Non-Fiction - Crime & Investigation Program
Ray Dotch,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Eli Holzman,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Eli Holzman,2019,Nominee,Daytime Emmy,Outstanding Educational or Informational Series
Eli Holzman,2019,Nominee,IDA Award,Best Episodic Series
Eli Holzman,2018,Nominee,Emmy,Outstanding Social Issue Documentary
Eli Holzman,2019,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Eli Holzman,2020,Nominee,Realscreen Award,Non-Fiction - Crime & Investigation Program
Rain Valdez,2020,Nominee,Primetime Emmy,Outstanding Actress in a Short Form Comedy or Drama Series
Kerri Kenney,2020,Nominee,Primetime Emmy,Outstanding Short Form Comedy or Drama Series
Kerri Kenney,1997,Nominee,CableACE,Actress in a Comedy Series
Aaron Saidman,2020,Winner,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Aaron Saidman,2019,Nominee,Daytime Emmy,Outstanding Educational or Informational Series
Aaron Saidman,2019,Nominee,IDA Award,Best Episodic Series
Aaron Saidman,2018,Nominee,Emmy,Outstanding Social Issue Documentary
Aaron Saidman,2019,Nominee,PGA Award,Outstanding Producer of Non-Fiction Television
Aaron Saidman,2020,Nominee,Realscreen Award,Non-Fiction - Crime & Investigation Program
Kaitlin Olson,2020,Nominee,Primetime Emmy,Outstanding Actress in a Short Form Comedy or Drama Series
Kaitlin Olson,2017,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Kaitlin Olson,2019,Nominee,IGN Award,Best TV Ensemble
Kaitlin Olson,2017,Winner,Blimp Award,#SQUAD
Anna Kendrick,2010,Nominee,Oscar,Best Performance by an Actress in a Supporting Role
Anna Kendrick,2010,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Anna Kendrick,2020,Nominee,Primetime Emmy,Outstanding Actress in a Short Form Comedy or Drama Series
Anna Kendrick,2010,Nominee,BAFTA Film Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,EDA Award,Best Supporting Actress
Anna Kendrick,2009,Winner,AFCA Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,ACCA,Best Actress in a Supporting Role
Anna Kendrick,2017,Nominee,BTVA Feature Film Voice Acting Award,Best Female Lead Vocal Performance in a Feature Film
Anna Kendrick,2014,Nominee,BloodGuts UK Horror Award,Best Supporting Actor/Actress
Anna Kendrick,2009,Nominee,BSFC Award,Best Supporting Actress
Anna Kendrick,2015,Nominee,Bravo Otto Germany,Best Actress (Schauspielerin)
Anna Kendrick,2010,Nominee,Critics Choice Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,COFCA Award,Best Ensemble
Anna Kendrick,2009,Nominee,CFCA Award,Best Supporting Actress
Anna Kendrick,2004,Nominee,Chlotrudis Award,Best Supporting Actress
Anna Kendrick,2018,Winner,CinemaCon Award,Cinema Spotlight Award
Anna Kendrick,2009,Nominee,DFWFCA Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,DFCS Award,Best Supporting Actress
Anna Kendrick,2014,Nominee,DFCS Award,Best Ensemble
Anna Kendrick,2010,Nominee,Empire Award,Best Newcomer
Anna Kendrick,2008,Nominee,Independent Spirit Award,Best Supporting Female
Anna Kendrick,2010,Nominee,Dorian Award,"The More, Please! Breakout of the Year"
Anna Kendrick,2015,Nominee,Gold Derby Award,Ensemble Cast
Anna Kendrick,2009,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Anna Kendrick,2016,Winner,HMMA Award,Best Original Song - Animated Film
Anna Kendrick,2009,Winner,HFCS Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,ICP Award,Best Supporting Performance
Anna Kendrick,2010,Nominee,INOCA,Best Supporting Actress
Anna Kendrick,2010,Nominee,Audience Award,Best International Actress
Anna Kendrick,2010,Nominee,IOMA,Best Supporting Actress (Miglior attrice non protagonista)
Anna Kendrick,2018,Nominee,Blimp Award,Favorite Movie Actress
Anna Kendrick,2009,Nominee,LAFCA Award,Best Supporting Actress
Anna Kendrick,2017,Nominee,MTV Movie + TV Award,Best Kiss
Anna Kendrick,2009,Winner,NBR Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,NSFC Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,NYFCC Award,Best Supporting Actress
Anna Kendrick,2010,Winner,NTFCA Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,OFTA Film Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,OFCS Award,Best Supporting Actress
Anna Kendrick,2010,Winner,Rising Star Award,
Anna Kendrick,2017,Nominee,People's Choice Award,Favorite Movie Actress
Anna Kendrick,2014,Nominee,PFCS Award,Best Ensemble Acting
Anna Kendrick,2009,Nominee,SDFCS Award,Best Supporting Actress
Anna Kendrick,2014,Winner,Satellite Award,"Best Ensemble, Motion Picture"
Anna Kendrick,2010,Nominee,Actor,Outstanding Performance by a Female Actor in a Supporting Role
Anna Kendrick,2009,Nominee,SEFCA Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,SLFCA Award,Best Supporting Actress
Anna Kendrick,2018,Winner,Teen Choice Award,Choice Movie Actress: Comedy
Anna Kendrick,2009,Winner,TFCA Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,UFCA Award,Best Supporting Actress
Anna Kendrick,2010,Nominee,VFCC Award,Best Supporting Actress
Anna Kendrick,2009,Nominee,VVFP Award,Best Supporting Actress
Anna Kendrick,2014,Nominee,WAFCA Award,Best Acting Ensemble
Anna Kendrick,2014,Nominee,WFCC Award,Best Comedic Actress
Anna Kendrick,2017,Nominee,World Soundtrack Award,Best Original Song Written Directly for a Film
Jasmine Cephas Jones,2020,Winner,Primetime Emmy,Outstanding Actress in a Short Form Comedy or Drama Series
Jasmine Cephas Jones,2016,Winner,Grammy,Best Musical Theater Album
