rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
550,6.6,Heidi (TV Movie 1968) - IMDb,"
                    Swiss orphan Heidi's (Jennifer Edwards') Aunt Dete (Miriam Spoerri) leaves her in her grumpy grandfather's (Sir Michael Redgrave's) care up in the Alps, where she also meets young goatherd Peter (John Moulder-Brown).
            "," Jennifer Edwards
, Michael Redgrave
, Maximilian Schell
, Jean Simmons
, Walter Slezak
, Peter van Eyck
, Zuleika Robson
, John Moulder-Brown
, Karl Lieffen
, Elisabeth Neumann-Viertel
, Miriam Spoerri
, John Crawley
",English,"[' Drama', ' Family', None, None, None]",English, Omnibus-Biography Productions,
103,7.5,The Outcasts (TV Series 1968–1969) - IMDb,"
                    A bounty hunter who was a Confederate Officer teams up with an ex-slave who was a Union Soldier during the Civil War. They are the Outcasts.
            "," Don Murray
, Otis Young
",English,"[' Western', ' ', None, None, None]",English, Screen Gems Television,
13,8.3,The Bob Hope Christmas Special: Around the World with the USO (1969) - IMDb,"
                    "," Bob Hope
, Dick Albers
, Ann-Margret
, Linda Bennett
, Les Brown
, The Golddiggers
, Roosevelt Grier
, Honey Ltd.
, Les Brown and His Band of Renown
, Penny Plummer
",English,"[' Comedy', ' ', None, None, None]",English, Hope Enterprises,
38,8.4,"Teacher, Teacher (TV Movie 1969) - IMDb","
                    Hamilton Cade is an alcoholic teacher striving to put his life back together. He accepts a job tutoring an ""exceptional child"" only to find that young Freddie is mentally retarded (an ...
                    "," David McCallum
, Ossie Davis
, George Grizzard
, Billy Schulman
, Sally Chamberlin
, Anthony Jones
",English,"[' Drama', None, None, None, None]",English, Henry Jaffe Enterprises Inc.,
175,8.0,Judd for the Defense (TV Series 1967–1969) - IMDb,"
                    High-priced Houston lawyer Clinton Judd, and his assistant Ben Caldwell, take cases throughout the U.S. The program dealt with then-taboo subjects.
            "," Carl Betz
, Stephen Young
",English,"[' Crime', ' ', None, None, None]",English, 20th Century Fox Television,
56,7.9,That's Life (TV Series 1968–1969) - IMDb,"
                    The life and love of a young couple is told through a series of monologues, sketches, and song and dance routines. Each episode followed how they met, fell in love, and subsequent married ...
                    "," Robert Morse
, E.J. Peaker
",English,"['A Dude Named Dude', ' Musical', None, None, None]",English,IMDbPro,
,,19th Summer Olympic Games (1968) - IMDb,"
                    "," Jim McKay
, Chris Schenkel
","Mexico City, Distrito Federal, Mexico","[' Sport', ' ', None, None, None]","Mexico City, Distrito Federal, Mexico", ABC Sports,
17,8.5,Petula (1968) - IMDb,"
                    A taped television showcase for Petula Clark, in which she sings a number of her hit songs. Harry Belafonte is her guest.
            "," Petula Clark
, Harry Belafonte
",English,"[' Music', None, None, None, None]",English, National Broadcasting Company (NBC),
,,Here's Peggy Fleming (1968) - IMDb,"
                    "," Peggy Fleming
, Richard Harris
, Gene Kelly
, Robert Paul
, Spanky & Our Gang
",USA,"[' Music', ' Sport', None, None, None]",USA, Bob Banner Associates,
122,7.5,The David Frost Show (TV Series 1969–1972) - IMDb,"
                    American show featuring the popular British talk show host.
            "," David Frost
",USA,"[' Talk-Show', ' ', None, None, None]",USA, Group W Productions,
58,6.8,NBC Experiment in Television (TV Series 1967–1971) - IMDb,"
                    An attempt by NBC to emulate the success of the CBS hit The Twilight Zone, this hour-long anthology series showcased different actors, stories and creative talent each week.
            "," David Warner
, Edward Binns
",English,"[' Animation', ' Comedy', ' Drama', ' Music', None]",English,IMDbPro,
,,The Second Bill Cosby Special (1969) - IMDb,"
                    "," Bill Cosby
, The Art Reynolds Singers
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
40,8.4,Sinatra (1969) - IMDb,"
                    Sinatra: Featuring Don Costa & His Orchestra is truly a one man show. Sinatra belts out For Once In My Lifeand it is perfection. Being the last of his five specials, his wit and banter is ...
                    "," Frank Sinatra
",English,"[' Documentary', ' Music', None, None, None]",English,IMDbPro,
17,8.0,"Annie, the Women in the Life of a Man (1970) - IMDb","
                    "," Anne Bancroft
, Mel Brooks
, Jack Cassidy
, Lee J. Cobb
, Mia Farrow
, Ava Gardner
, John McGiver
, Robert Merrill
, Arthur Murray
, Dick Shawn
, Dick Smothers
, Yma Sumac
, David Susskind
",English,"[' Comedy', ' Drama', ' Music', None, None]",English, CBS Television Network,
618,8.4,The Dick Cavett Show (TV Series 1968–1986) - IMDb,"
                    This particular series combines several ""The Dick Cavett Show"" on ABC: ABC This Morning/The Dick Cavett Show ABC Daytime March 1968 - January 1969 The Dick Cavett Show ABC Primetime May 1969 - September 1969 The Dick Cavett Show ABC Late Night December 1969 - January 1975 The Dick Cavett Show ABC Late Night September - December 1986
            "," Dick Cavett
, Bobby Rosengarden
, Fred Foy
",USA,"[' Music', ' ', None, None, None]",USA, Daphne Productions Inc.,"ABC Television Center - 4151 Prospect Avenue, Los Angeles, California, USA"
,,Sounds of Summer: The Blossom Music Center with Pierre Boulez (1969) - IMDb,"
                    "," Pierre Boulez
, Alicia de Larrocha
, Steve Allen
",,"[' Music', ' ', None, None, None]",See more,IMDbPro,
,,S. Hurok Presents - Part III (TV Movie 1969) - IMDb,"
                    "," Emil Gilels
, Mstislav Rostropovich
, Alfred Wallenstein
",English,"[' Music', None, None, None, None]",English,IMDbPro,
,,NET Festival (TV Series 1966– ) - IMDb,"
                    "," Andrew Duncan
",English,"[' Documentary', ' Biography', None, None, None]",English,IMDbPro,
469,5.8,David Copperfield (TV Movie 1970) - IMDb,"
                    The legendary novel by Charles Dickens comes to life in this colorful interpretation directed by Delbert Mann.
            "," Richard Attenborough
, Cyril Cusack
, Edith Evans
, Pamela Franklin
, Susan Hampshire
, Wendy Hiller
, Ron Moody
, Laurence Olivier
, Robin Phillips
, Michael Redgrave
, Ralph Richardson
, Emlyn Williams
, Sinéad Cusack
, James Donald
, James Hayter
",English,"[' Drama', ' ', None, None, None]",English, Omnibus Productions,
478,7.7,The Name of the Game (TV Series 1968–1971) - IMDb,"
                    This groundbreaking series had 3 rotating stars, who were featured in independent episodes tied together by a loose common theme; Howard Publications, the publishing empire of Glenn Howard....
                    "," Gene Barry
, Susan Saint James
, Robert Stack
, Anthony Franciosa
",English,"[' Adventure', ' Sci-Fi', None, None, None]",English, Universal Television,
898,8.5,The Forsyte Saga (TV Series 1967– ) - IMDb,"
                    The extended Forsyte family live a more than pleasant upper middle class life in Victorian and later Edwardian England. The two central characters are Soames Forsyte and his cousin Jolyon ...
                    "," Eric Porter
, Margaret Tyzack
, Nyree Dawn Porter
, Kenneth More
, June Barry
, Susan Hampshire
, Nicholas Pennell
, Maggie Jones
, John Welsh
, John Barcroft
, Fanny Rowe
, Nora Nicholson
, Suzanne Neve
, Julia White
",English,"[' Drama', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
762,6.7,The Hollywood Squares (Daytime) (TV Series 1965–1980) - IMDb,"
                    Contestants guess the correctness of celebrities' answers in order to win spaces in a tic-tac-toe game.
            "," Peter Marshall
, Kenny Williams
, Cliff Arquette
, Paul Lynde
, Wally Cox
, Rose Marie
, Vincent Price
",USA,"[' Comedy', ' ', ' Game-Show', None, None]",USA, Merrill Heatter-Bob Quigley Productions,"Studio 3, Stage 1, NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA"
19,7.9,NET Playhouse (TV Series 1964–1972) - IMDb,"
                    American television anthology series of wide range of genres, from history and drama, to fantasy, and science fiction. Fiction novels, stories, stage plays, fairytales, and historic events are dramatized in each episode.
            "," Irene Dailey
, Rene Auberjonois
, George Voskovec
, Richard Dysart
, Frances Sternhagen
, Sam Waterston
, Paul Benedict
, Dixie Marquis
, Kitty Winn
, Michael Lombard
",English,"[' Biography', ' Drama', ' History', None, None]",English, PBS DVD,
"1,706",6.9,Mod Squad (TV Series 1968–1973) - IMDb,"
                    A trio of reformed juvenile delinquents work as undercover cops.
            "," Michael Cole
, Clarence Williams III
, Peggy Lipton
, Tige Andrews
",English,"[' Action', ' Crime', ' Drama', None, None]",English, Thomas/Spelling Productions,
33,8.4,A Storm in Summer (TV Movie 1970) - IMDb,"
                    "," Peter Ustinov
, N'Gai Dixon
, Peter Bonerz
, Anne Collings
, John Evans
, Kevin Hagen
, Maye Henderson
, Jonathan Hole
, Aron Kincaid
, Marlyn Mason
, Frances Robinson
, Penny Santon
",English,"[' Drama', ' ', None, None, None]",English, Hallmark Hall of Fame Productions,
9,8.6,An Evening with Julie Andrews and Harry Belafonte (1969) - IMDb,"
                    "," Julie Andrews
, Harry Belafonte
",English,"[' Music', None, None, None, None]",English, National Broadcasting Company (NBC),
"1,115",7.2,The Courtship of Eddie's Father (TV Series 1969–1972) - IMDb,"
                    Widower Tom Corbett raises his young son Eddie.
            "," Bill Bixby
, Brandon Cruz
, Miyoshi Umeki
, Kristina Holland
, James Komack
",English,"[' Comedy', ' ', None, None, None]",English, MGM Television,
11,6.9,1969 World Series (TV Series 1969– ) - IMDb,"
                    "," Curt Gowdy
, Tony Kubek
, Jim Simpson
, Sandy Koufax
, Mickey Mantle
, Tommie Agee
, Mark Belanger
, Paul Blair
, Don Buford
, Shag Crawford
, Lou DiMuro
, Jerry Grote
, Bud Harrelson
, Gil Hodges
, Davey Johnson
, Cleon Jones
, Larry Napp
, Boog Powell
, Brooks Robinson
, Frank Robinson
, Frank Secory
, Hank Soar
, Earl Weaver
, Al Weis
, Lee Weyer
, Ed Charles
, Donn Clendenon
, Ron Swoboda
, Lindsey Nelson
, Rod Gaspar
, Elrod Hendricks
, Art Shamsky
",English,"[' Sport', None, None, None, None]",English,IMDbPro,
811,7.6,Room 222 (TV Series 1969–1974) - IMDb,"
                    Black teacher Pete Dixon tries to teach the students at Walt Whitman High to be tolerant. He's assisted by girlfriend and school counselor, Liz and student teacher (later teacher) Alice. The students love him.
            "," Lloyd Haynes
, Denise Nicholas
, Michael Constantine
, Karen Valentine
, Heshimu Cumbuka
, David Jolliffe
, Sharon Y. Robinson
, Judy Strangis
",English,"[' Comedy', ' Drama', ' Family', None, None]",English, 20th Century Fox Television,
"3,011",6.9,Ironside (TV Series 1967–1975) - IMDb,"
                    Wheelchair-bound detective Robert T. Ironside battles the bad guys on the streets of San Francisco.
            "," Raymond Burr
, Don Galloway
, Don Mitchell
, Barbara Anderson
, Elizabeth Baur
",English,"[' Crime', ' Drama', ' Mystery', None, None]",English, Harbour Productions Unlimited,
,,1970 NFL Pro Bowl (1970) - IMDb,"
                    "," Don Criqui
, Frank Gifford
, Frank Glieber
, George Andrie
, Bob Berry
, Greg Brezina
, Cannonball Butler
, Elmer Collett
, Tom Dempsey
, Bob Etter
, Tom Fears
, Fred Hoaglin
, Joe Kapp
, Jake Kupp
, Andy Livingston
",English,"[' Sport', ' ', None, None, None]",English, CBS Sports,
379,7.9,Hospital (TV Movie 1970) - IMDb,"
                    Daily activities of the Metropolitan Hospital in New York City, with emphasis on the emergency ward and outpatient clinics. The cases depicted illustrate how medical expertise, availability...
                    "," Eugene Friedman
, Stanley Friedman
, Robert Schwartz
",USA,"[' Documentary', None, None, None, None]",USA, Osti Films,"Metropolitan Hospital -1901 First Avenue, Manhattan, New York City, New York, USA"
,,Spoon River (TV Movie 1969) - IMDb,"
                    "," Charles Aidman
, Jason Robards
, Joyce Van Patten
, Jennifer West
, Naomi Caryl
, Hal Lynch
",English,"[None, None, None, None, None]", Add content advisory for parents,IMDbPro,
,,Background (TV Series 1954–1955) - IMDb,"
                    "," Joseph C. Harsch
",English,"[' News', None, None, None, None]",English, NBC News, NBC News
602,7.2,The Roy Rogers Show (TV Series 1951–1957) - IMDb,"
                    The Double R Ranch featured ""The King of the Cowboys"" Roy, his ""Smartest Horse in the Movies"" Trigger, ""Queen of the West"" Dale, her horse Buttermilk, their dog Bullet, and even Pat's jeep, Nellybelle.
            "," Dale Evans
, Roy Rogers
, Trigger
, Pat Brady
, Bullet
, Harry Harvey
, Russ Scott
",English,"[' Western', ' ', None, None, None]",English, Roy Rogers Productions,
245,7.2,Annie Oakley (TV Series 1954–1957) - IMDb,"
                    A fictionalized account of the life of legendary Wild West sharpshooter Annie Oakley. Set in the quiet western town of Diablo, Annie and her little brother Tagg made sure that outlaws who ...
                    "," Gail Davis
, Brad Johnson
, Jimmy Hawkins
, Bob Woodward
",English,"[' Western', ' ', None, None, None]",English, Annie Oakley Productions Inc.,
131,7.2,Stories of the Century (TV Series 1954– ) - IMDb,"
                    Railroad detective Matt Clark roams the west, tracking down outlaws and bandits who are preying on the railroad.
            "," Jim Davis
, Mary Castle
, Kristine Miller
",English,"[' Western', ' ', None, None, None]",English, Hollywood Television Service,
8,8.8,Gillette Cavalcade of Sports (TV Series 1944– ) - IMDb,"
                    Weekly televised boxing bouts.
            "," Jimmy Powers
, Don Dunphy
, Bill Corum
, Ruby Goldstein
, Jersey Joe Walcott
, Vince Martinez
",English,"[' Sport', None, None, None, None]",English, NBC Film,
160,7.9,Adventures of Wild Bill Hickok (TV Series 1951–1958) - IMDb,"
                    Hickok rode Buckshot while 300-pound Jingles rode Joker. Jingles described Hickok as ""the bravest, strongest, fightingest U.S. Marshal in the whole West."" And that's about it: he beat up all the bad guys and somehow kept his good looks.
            "," Guy Madison
, Andy Devine
",English,"[' Western', ' ', None, None, None]",English, Romson Productions,
636,7.1,The Adventures of Rin Tin Tin (TV Series 1954–1959) - IMDb,"
                    Rusty was orphaned in an Indian raid. He and his dog Rin Tin Tin were adopted by the troops at Fort Apache in Arizona, and helped establish law and order in and around Mesa Grande.
            "," Lee Aaker
, James Brown
, Rin Tin Tin II
, Joe Sawyer
, Rand Brooks
",English,"[' Adventure', ' ', ' Western', None, None]",English, Screen Gems Television,
