,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
59,"2,049",6.9,"""The Wonderful World of Disney"" Eloise at Christmastime (TV Episode 2003) - IMDb","
                    A 6-year-old girl tries to reunite a young woman with a former boyfriend before she marries another.
            "," Julie Andrews
, Sofia Vassilieva
, Kenneth Welsh
, Debra Monk
, Gavin Creel
, Rick Roberts
, Sara Topham
, Victor A. Young
, Corinne Conley
, Christine Baranski
, Jeffrey Tambor
, Tannis Burnett
, Seann Gallagher
, Debra McGrath
, Julian Richings
",UK," Adventure, , Drama, Family, Fantasy",UK, DiNovi Pictures,"Plaza Hotel - 750 Fifth Avenue, Manhattan, New York City, New York, USA"
60,"2,593",6.6,Caesar (TV Mini-Series 2002– ) - IMDb,"
                    Twenty-year-old Julius Caeser flees Rome for his life during the reign of Sulla, but through skill and ambition rises four decades later to become Rome's supreme dictator.
            "," Jeremy Sisto
, Richard Harris
, Christopher Walken
, Valeria Golino
, Chris Noth
, Heino Ferch
, Tobias Moretti
, Kate Steavenson-Payne
, Samuela Sardo
, Nicole Grimaudo
, Pamela Bowen
, Ian Duncan
, Sean Pertwee
, Daniela Piazza
, Paolo Briguglia
",Netherlands,"[' Biography', ' Drama', ' History', ' War', None]",Netherlands, De Angelis Group,Bulgaria
61,99,7.8,Nicole Kidman: An American Cinematheque Tribute (2003) - IMDb,"
                    The American Cinematheque brings Nicole Kidman together with her friends, family, and past co-stars to honor her for her contributions to film.
            "," Nicole Kidman
, Lauren Bacall
, Kathy Baker
, Robert Benton
, Adrien Brody
, James Caan
, Stockard Channing
, Russell Crowe
, Stephen Daldry
, Matt Dillon
, Barry Humphries
, Allison Janney
, Michael Keaton
, Wayne Knight
, Baz Luhrmann
",English,"[' ', ' ', None, None, None]",English,IMDbPro,
62,"7,068",6.8,Kingdom Hospital (TV Series 2004) - IMDb,"
                    Stephen King's take on the masterpiece series by Lars von Trier. A great disaster threatens a haunted hospital in Lewiston, Maine, built on the site of a Civil War-era mill fire in which many children died.
            "," Jamie Harrold
, Diane Ladd
, Bruce Davison
, Jack Coleman
, Julian Richings
, Andrew McCarthy
, Jennifer Cunningham
, Jodelle Ferland
, Sherry Miller
, Ed Begley Jr.
, Brandon Bauer
, Lena Georgas
, Allison Hossack
, Suki Kaiser
, Del Pentecost
, Kett Turton
, William Wise
, Beverley Elliott
, Ty Olsson
, Benjamin Ratner
, Janet Wright
, Zak Santiago
, Ron Selmour
, Alan Scarfe
, Meagen Fay
, Gerard Plunkett
, Penelope Corrin
, Tygh Runyan
, Emily Tennant
, Bill Meilen
, Jim Shield
, Paul Perri
",USA,"[' Drama', ' Fantasy', ' Horror', ' Mystery', None]",USA, Touchstone Television,"Britannia Beach, British Columbia, Canada"
63,"97,428",8.1,Gilmore Girls (TV Series 2000–2007) - IMDb,"
                    A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.
            "," Lauren Graham
, Alexis Bledel
, Keiko Agena
, Scott Patterson
, Yanic Truesdale
, Kelly Bishop
, Edward Herrmann
, Melissa McCarthy
, Sean Gunn
, Liza Weil
, Liz Torres
, Jared Padalecki
",USA,"[' Comedy', ' Drama', None, None, None]",USA, Dorothy Parker Drank Here Productions,"French Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
64,36,8.5,Sting: Inside - The Songs of Sacred Love (2003) - IMDb,"
                    "," Chris Botti
, Kipper
, Rhani Krija
, Dominic Miller
, Jason Robello
, Joy Rose
, Sting
",English,"[' Documentary', ' ', None, None, None]",English, RFD Productions,
65,74,8.1,Paul McCartney in Red Square (2003) - IMDb,"
                    As the rock musician performs in Russia, the story of the Beatles' revolutionary impact on the Soviet Union is told.
            "," Paul McCartney
, Brian Ray
, David Frost
, Seva Gakkel
, Mikhail Gorbachev
, Boris Grebenshchikov
, Sergei Ivanov
, Vladimir Kozloff
, Andrey Makarevich
, Heather Mills
, Olga Pershina
, Vladimir Putin
, Sergei Roldugin
, Timothy Ryback
, Artemiy Troitskiy
",English,"[' Documentary', ' Music', None, None, None]",English, MPL Communications,
66,133,7.0,Monster House (TV Series 2003– ) - IMDb,"
                    A team of skilled, and sometimes unskilled, labourers, designers and contractors go up against the clock to give a house a themed remodelling. Other than picking the theme, the owners have ...
                    "," Steve Watson
, Jarri schwartz Locas
",USA,"[' Reality-TV', ' ', None, None, None]",USA, Original Productions,
67,97,5.4,The 46th Annual Grammy Awards (2004) - IMDb,"
                    Grammy - music award of the American academy of the audio recording, was founded by the American association of sound-recording companies of March, 14, 1958. Grammy is awarded annually as a...
                    "," Steven Tyler
, Joe Perry
, Christina Aguilera
, Jason Alexander
, Sean Astin
, Beck
, Joshua Bell
, Tony Bennett
, Beyoncé
, Jack Black
, The Black Eyed Peas
, Mary J. Blige
, Jackson Browne
, Jorge Calderón
, Jorge Calderón
",USA,"[' Music', ' ', None, None, None]",USA, Cossette Productions,
68,848,7.0,Bill Maher: Victory Begins at Home (2003) - IMDb,"
                    Bill Maher stars in his sixth HBO stand-up special, premiering LIVE from the Hudson Theater in New York!
            "," Bill Maher
, Linda Doucett
",USA,"[' Comedy', ' ', None, None, None]",USA, Moffitt-Lee Productions,"Hudson Theatre - 141 W. 44th Street, Manhattan, New York City, New York, USA"
69,"8,578",6.9,My Life as a Teenage Robot (TV Series 2003–2009) - IMDb,"
                    The escapades of a super-powered robot who happens to resemble a teenage girl that tries to balance high school and teen problems while trying to save the world from danger.
            "," Janice Kawaye
, Chad Doreck
, Candi Milo
, Audrey Wasilewski
, Quinton Flynn
",USA," Animation, , Adventure, Comedy, Family",USA, Frederator Studios,
70,73,7.1,Jockey (2004) - IMDb,"
                    ",,English,"[' Documentary', None, None, None, None]",English, HBO Documentary, HBO Documentary
71,"23,649",7.0,8 Simple Rules (TV Series 2002–2005) - IMDb,"
                    The Hennessy clan -- mother Cate, daughters Bridget and Kerry, and son Rory -- look to one another for guidance and support after the death of Paul, the family patriarch. Cate's parents lend a hand.
            "," Katey Sagal
, Kaley Cuoco
, Amy Davidson
, Martin Spanjers
, James Garner
, David Spade
, John Ritter
, Billy Aaron Brown
",USA,"[' Comedy', ' Drama', None, None, None]",USA, Touchstone Television,"Los Angeles, California, USA"
72,826,7.4,The Soul of a Man (2003) - IMDb,"
                    The dramatic tension in the blues between the sacred and the profane by exploring the music and lives of three of director Wim Wenders's favorite blues artists.
            "," Chris Thomas King
, Keith B. Brown
, James Hughes
, David F. Hughes
, Shayne Tingle
, Joy Brashears
, David Barnes
, Beck
, James Blood Ulmer
, T Bone Burnett
, Nick Cave
, Eagle Eye Cherry
, Shemekia Copeland
, Cream
, Laurence Fishburne
",Germany,"[' Documentary', ' ', ' History', ' Music', None]",Germany, Cappa Productions,"Los Angeles, California, USA"
73,50,7.1,"""Sesame Street"" Sesame Street Presents: The Street We Live On (TV Episode 2004) - IMDb","
                    Elmo's World celebrates 35 years of Sesame Street. Elmo wants to know more about the street he lives on, so Grover takes him on a trip back in time to see what Sesame Street was like before Elmo was born.
            "," Sonia Manzano
, Alan Muraoka
, Roscoe Orman
, Alison Bartlett
, Emilio Delgado
, Bob McGrath
, Loretta Long
, Desiree Casado
, Olamide Faison
, Caroll Spinney
, Fran Brill
, Kevin Clash
, Jerry Nelson
, Carmen Osbahr
, Martin P. Robinson
",English," Animation, , Comedy, Family, Fantasy",English, Sesame Workshop,
74,"5,653",7.5,Iron Jawed Angels (TV Movie 2004) - IMDb,"
                    Defiant young activists take the women's suffrage movement by storm, putting their lives at risk to help American women win the right to vote.
            "," Hilary Swank
, Margo Martindale
, Anjelica Huston
, Frances O'Connor
, Lois Smith
, Vera Farmiga
, Brooke Smith
, Adilah Barnes
, Laura Fraser
, Semen Hirzhner
, Jeremy Nichols
, Donna York Dunn
, Kristina Vensko
, Molly Parker
, Lois Sanders
",USA,"[' Biography', ' Drama', ' History', None, None]",USA, Home Box Office (HBO),"Virginia Rep Center - 114 W. Broad Street, Richmond, Virginia, USA"
75,"17,193",6.6,Lizzie McGuire (TV Series 2001–2004) - IMDb,"
                    The daily adventures of an adolescent girl whose real thoughts and emotions are expressed by her sarcastic animated alter ego. New episodes starting November 12th 2020 on Disney+.
            "," Hilary Duff
, Lalaine
, Adam Lamberg
, Jake Thomas
, Hallie Todd
, Robert Carradine
, Ashlie Brillault
, Clayton Snyder
, Kyle Downes
",USA,"[' Comedy', ' Drama', ' Family', None, None]",USA, Stan Rogow Productions,"Los Angeles, California, USA"
76,"1,441",7.6,DreamKeeper (TV Movie 2003) - IMDb,"
                    In South Dakota, in an Indian reservation, an old storyteller Indian asks his grandson Shane, who is in trouble owing money to some bad guys, to take his old pony and him to Albuquerque to ...
                    "," August Schellenberg
, Eddie Spears
, Gary Farmer
, John Trudell
, Chaske Spencer
, Teneil Whiskeyjack
, Alex Rice
, Michael Greyeyes
, Tantoo Cardinal
, Dakota House
, Sean Wei Mah
, Sage Galesi
, Gordon Tootoosis
, Floyd 'Red Crow' Westerman
, Sheila Tousey
",English,"[' Drama', ' Fantasy', None, None, None]",English, Hallmark Entertainment,
77,"798,109",8.9,Friends (TV Series 1994–2004) - IMDb,"
                    Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.
            "," Jennifer Aniston
, Courteney Cox
, Lisa Kudrow
, Matt LeBlanc
, Matthew Perry
, David Schwimmer
, James Michael Tyler
",USA,"[' Comedy', ' Romance', None, None, None]",USA, Bright/Kauffman/Crane Productions,"Las Vegas, Nevada, USA"
78,"1,745",6.5,Born Rich (2003) - IMDb,"
                    A documentary on children of the insanely rich. Directed by one of their own, Johnson & Johnson heir, Jamie Johnson.
            "," Ivanka Trump
, Georgina Bloomberg
, Si Newhouse IV
, Luke Weil
, Cody Franchetti
, Stephanie Ercklentz
, Josiah Hornblower
, Carlo von Zeitschel
, Christina Floyd
, Juliet Hartford
, Peter L. Skolnik
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
79,588,6.5,Whoopi (TV Series 2003–2004) - IMDb,"
                    A faded singer decides to reopen her hotel's lounge.
            "," Whoopi Goldberg
, Wren T. Brown
, Elizabeth Regen
, Omid Djalili
, Gordana Rashovich
, Mary Testa
, MaryAnn Hu
, Danielle Lee Greaves
",English,"[' Comedy', ' Drama', None, None, None]",English, Whoop/One Ho Productions/Lil' Whoop Productions,
80,483,7.3,The Powerpuff Girls: 'Twas the Fight Before Christmas (Video 2003) - IMDb,"
                    Princess tries to steal Christmas from the children of the world, and the Powerpuff Girls are to the rescue.
            "," Tom Kenny
, Jennifer Hale
, Mike Bell
, Jeff Bennett
, Cathy Cavadini
, Elizabeth Daily
, Tom Kane
, Tara Strong
",USA," Animation, , Action, Adventure, Comedy",USA, Cartoon Network Studios,
81,"52,648",8.8,Chappelle's Show (TV Series 2003–2006) - IMDb,"
                    Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.
            "," Dave Chappelle
, Donnell Rawlings
, Rudy Rush
, Charlie Murphy
, Neal Brennan
",USA,"[' Comedy', ' Music', None, None, None]",USA, Comedy Central,"Hoboken, New Jersey, USA"
82,13,7.5,Happy to Be Nappy and Other Stories of Me (TV Short 2004) - IMDb,"
                    "," Mikhail Baryshnikov
, Mary J. Blige
, Harvey Fierstein
, Melanie Griffith
, bell hooks
, Isaac Mizrahi
, Rita Moreno
, Vanessa Williams
",English,"[' Documentary', ' Short', None, None, None]",English, Home Box Office (HBO), Home Box Office (HBO)
83,"72,375",8.0,Frasier (TV Series 1993–2004) - IMDb,"
                    Dr. Frasier Crane moves back to his hometown of Seattle, where he lives with his father, and works as a radio psychiatrist.
            "," Kelsey Grammer
, Jane Leeves
, David Hyde Pierce
, Peri Gilpin
, John Mahoney
, Moose
, Paul Cosimano
",English,"[' Comedy', ' ', None, None, None]",English, Grub Street Productions,
84,845,7.1,Traffic (TV Mini-Series 2004) - IMDb,"
                    A three-part miniseries that offers a look into the world of trafficking, where drugs, weapons and even people are traded all over the world. Here, the lives of three Seattle-based men ...
                    "," Ritchie Coster
, Nelson Lee
, Tony Musante
, Justin Chatwin
, Belinda Metz
, Brian George
, Jennifer Rae Westley
, Eden Rountree
, Duncan Fraser
, Katia Khatchadourian
, Tygh Runyan
, Paul Anthony
, Amanda Tapping
, Christopher Shyer
, A.C. Peterson
, Dean Wray
, Malik McCall
, Ron Blecker
, Muhammad Nasir Nawabi
, Parm Soor
, Tyler McClendon
, Zook Matthews
, Cedric De Souza
, Glen Gould
, Greg Anderson
, Stephen Spender
, Bill Mondy
, John Cassini
, Cliff Curtis
, Bobby Stewart
, Martin Donovan
, Aurelio DiNunzio
, Balthazar Getty
, Elias Koteas
, Scott Owen
, Mary McCormack
, Brian Drummond
, Kevan Ohtsji
, Abdullah Amini
, Audra Ricketts
, Stephen Johnson
, Jason Dhaliwal
, Sean Campbell
, Nicholas W. von Zill
, Apollonia Vanova
, Yaroslav Poverlo
, Moneca Delain
, Zak Santiago
, Rhys Lloyd
, Andrew Johnston
, Ty Olsson
, Scott Heindl
, Marcus Hondro
, Joanna Piros
, Ahmad Sharmrou
, Dagmar Midcap
, Catherine Lough Haggquist
, Michael J Rogers
",Canada,"[' Crime', ' Drama', ' Thriller', None, None]",Canada, Galway Bay Productions,"Ashcroft, British Columbia, Canada"
85,"3,016",8.1,Horatio Hornblower 3 (TV Movie 2003) - IMDb,"
                    Hornblower is given a dangerous mission to deliver an emigre French nobleman to a secret rendezvous near Brest while coping with enemy agents in his own ranks.
            "," Ioan Gruffudd
, Robert Lindsay
, Paul McGann
, Greg Wise
, Lorcan Cranitch
, Tony Haygarth
, Julia Sawalha
, Barbara Flynn
, Paul Copley
, Sean Gilder
, Ian McElhinney
, Christian Coulson
, Ron Cook
, Jonathan Forbes
, Jim McManus
",UK,"[' Adventure', ' ', ' War', None, None]",UK, A+E Networks,"Erme Estuary, Mothercombe, Devon, England, UK"
86,"2,512",8.2,Prime Suspect 6: The Last Witness (TV Mini-Series 2003) - IMDb,"
                    Detective Superintendent Jane Tennison's (Dame Helen Mirren's) investigation of the murder of a Bosnian refugee leads her to one, or possibly two, Serbian war criminals determined to silence the last witness to a massacre a decade before.
            "," Helen Mirren
, Liam Cunningham
, Oleg Menshikov
, Ben Miles
, Robert Pugh
, Mark Strong
, Velibor Topic
, Barnaby Kay
, Tanya Moodie
, Rad Lazar
, Ingeborga Dapkunaite
, Olegar Fedoro
, Sam Hazeldine
, Anna Maria Ashe
, Leena Dhingra
, Kate Lynn Evans
, Rupert Frazer
, Steve Gibbs
, Stuart Goodwin
, Sally Hurst
, Anna Mountford
, Femi Oguns
, Bharti Patel
, Tony Pritchard
, Finlay Robertson
, Hugh Sachs
, Dennis Titus
, Ann Warungu
, Sarah Winman
",UK,"[' Crime', ' ', ' Thriller', None, None]",UK, Granada Television,"BFI IMAX Cinema, Charlie Chaplin Walk, South Bank, Lambeth, London, England, UK"
87,"1,440",6.1,Last Comic Standing (TV Series 2003– ) - IMDb,"
                    The comics from season one face off against the comics from season two.
            "," Jay Mohr
, Joe Rogan
, Bill Bellamy
, Roseanne Barr
, Keenen Ivory Wayans
, Jonathan Thymius
",USA,"[' Comedy', ' ', ' Reality-TV', None, None]",USA, Giraffe Productions,"Stage 1, Universal Studios - 100 Universal City Plaza, Universal City, California, USA"
88,151,7.0,American Family (TV Series 2002–2004) - IMDb,"
                    The head of the household, Jess Gonzalez (Edward James Olmos), is your average father who is forced to fight everyday troubles, following the death of his loving wife Berta (Sônia Braga). ...
                    "," Kurt Caceres
, Edward James Olmos
, Patricia Velasquez
, Parker Torres
, Constance Marie
, Austin Marques
, Yasmine Delawari
, Nicholas Gonzalez
, Jossara Jinaro
, Eddy Martin
, Jeanine Monterroza
, A.J. Lamas
, Sônia Braga
, Kate del Castillo
",USA,"[' Drama', ' Family', None, None, None]",USA, 20th Century Fox Television,"East Los Angeles, California, USA"
