rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
149,5.2,Dr. Jekyll and Mr. Hyde (TV Movie 1973) - IMDb,"
                    Musical version of the story in which Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.
            "," Kirk Douglas
, Susan George
, Susan Hampshire
, Stanley Holloway
, Donald Pleasence
, Michael Redgrave
, Geoffrey Chater
, John C. Moore
, Geoffrey Wright
, Judi Bowker
",English,"[' Horror', ' ', ' Sci-Fi', None, None]",English, National Broadcasting Company (NBC),
"1,188",7.6,Banacek (TV Series 1972–1974) - IMDb,"
                    The adventures of proud Polish-American freelance insurance investigator Thomas Banacek.
            "," George Peppard
, Ralph Manza
, Murray Matheson
",English,"[' Crime', ' Drama', ' Mystery', None, None]",English, Universal Television,
880,6.1,Go Ask Alice (TV Movie 1973) - IMDb,"
                    A 15-year-old girl in late-1960s America is sucked into an odyssey of sex and drugs and eventually seeks help.
            "," William Shatner
, Ruth Roman
, Wendell Burton
, Julie Adams
, Andy Griffith
, Ayn Ruymen
, Mimi Saffian
, Jennifer Edwards
, Jamie Smith-Jackson
, Danny Michael Mann
, Frederick Herrick
, Robert Carradine
, Michael Morgan
, Gary Marsh
, Mackenzie Phillips
",English,"[' Drama', ' ', None, None, None]",English, Metromedia Producers Corporation (MPC),
29,8.4,In the News (TV Series 1971– ) - IMDb,"
                    Contemporary news stories and commemorations of historical events are presented for a children's audience.
            "," Christopher Glenn
, Gary Shepard
",English,"[' Short', ' ', ' News', None, None]",English, CBS News Productions,
632,8.5,Liza with a Z (1972) - IMDb,"
                    "," Liza Minnelli
",English,"[' Music', ' ', None, None, None]",English, Singer,
49,8.8,Make a Wish (TV Series 1971–1976) - IMDb,"
                    "," Tom Chapin
",English,"[None, None, None, None, None]", Add content advisory for parents, ABC News and Public Affairs,
,,A Picture of Us (TV Movie 1973) - IMDb,"
                    "," Shari Lewis
, Ben Davidson
, Stephen R. Hudis
, Douglas Reese
, Fredd Wayne
",English,"[None, None, None, None, None]", Add content advisory for parents,IMDbPro,
114,8.8,The Julie Andrews Hour (TV Series 1972–1973) - IMDb,"
                    The Julie Andrews Hour was an entertaining television variety series starring Julie Andrews. Julie had amazing guests and great singing on her show.
            "," Julie Andrews
, Rich Little
, Alice Ghostley
, Dick Tufeld
",English,"[' Music', ' ', None, None, None]",English, Associated Television (ATV),
298,7.6,Zoom (TV Series 1972–1978) - IMDb,"
                    Middle School students teach kids how to do cool tricks.
            "," Tracy Tannebring
, John Covey
, Nina Lillie
, Kenny Pires
, Jon Reuning
, Joe Shrand
, Nancy Tates
, Nina Thomassen
, Tommy White
",English,"[' Comedy', ' ', ' Family', ' Music', None]",English, WGBH,
848,7.1,ABC Afterschool Specials (TV Series 1972–1997) - IMDb,"
                    ""ABC Afterschool Specials"" was the umbrella show name for various educational shows that were shown in the afternoon, occasionally. Each episode was produced by a separate company.
            "," Lance Kerwin
, Samaria Graham
, Mara Hobel
, Alexa Kenin
, Betty Beaird
, Marion Ross
, Ike Eisenmann
, Jean De Baer
, Sparky Marcus
, Oprah Winfrey
, Kristy McNichol
, Jodie Foster
, Rachel Longaker
, Christine Langner
, Kelly Wolf
, Alexander Chaplin
, Lauri Hendler
, Moosie Drier
, Jorja Fox
, Laura Dean
, Peter Brandon
, Marisol Massey
, Anne Gee Byrd
, Corey Parker
, Tara Talboy
, Laurence Haddon
, Jarrod Johnson
, Vicky Dawson
, Peter Shaw
, Jack Manning
, Claudio Martínez
, Michael Link
, Carol Worthington
, Doney Oatman
, Jack Knight
, Joel de la Fuente
, Cheryl Arutt
, Michael Miller
, Tempestt Bledsoe
, Malcolm-Jamal Warner
, Reuben Figueroa
, Lendon H. Smith
, Melissa Sue Anderson
, Trini Alvarado
, Karlene Crockett
, Tracey Gold
, Keith Coogan
, Kim Richards
, Christian Juttner
, Scott Baio
, Joan Van Ark
, Belinda Balaski
, Madge Sinclair
, Cynthia Nixon
, Danny Aiello
, Don Murray
, Robbie Rist
, Melendy Britt
, Shane Sinutko
, Jane Kaczmarek
, Carmen Maya
, Hal Smith
, Lance Guest
, Rob Stone
, Lisa Vidal
, Christopher Daniel Barnes
, Ned Wilson
, Priscilla Morrill
, Eric Scott
, Elizabeth Ward
, Elizabeth Franz
, René Enríquez
, Rob Lowe
, Bibi Besch
, Roxie Roker
, Alex Colon
, Jane Connell
, Walter Brooke
, Anna Maria Horsford
, Jennifer Grey
, Stephen Keep Mills
, Beau Bridges
, Barbara Andres
, Alan Oppenheimer
, Tierre Turner
, Sharon Spelman
, Kate Zentall
, Mary Elaine Monti
, Pam Potillo
, Jay W. MacIntosh
, Cindy Eilbacher
, Alma Beltran
, Kristina Sorenson
, Hal Williams
, Todd Graff
, Jane Adams
, Bill Duke
, Marcus Ticotin
, Shannon Terhune
, Kari Michaelsen
, Sally Kemp
, Fran Bennett
, Eric D. Wallace
, Melanie Mayron
, Christian Hoff
, Jimmy McNichol
, Christopher Maleki
, Jo Lynn Sciarro
, Peggy Stewart
, Barbara Tarbuck
, Ted Gehring
, James Noble
, Nadia DeLeye
, Liam Sullivan
, Lynne Thigpen
, Scott Allegrucci
, Jason Andrews
, Anne Seymour
, Rex Robbins
, Barton Heyman
, Debbi Morgan
, Kirk Cameron
, Elaine Bromka
, Kenneth Kimmins
, Ed Crowley
, John Carlyle
, James MacKrell
, Amy DeMayo
, Kia Goodwin
, Zero Hubbard
, Cynthia Mace
, Jacque Lynn Colton
, Robert Bu
, Lee Kessler
, Benny Medina
, William Lanteau
, Sam McMurray
, Al Eisenmann
, Peggy Rea
, Jeannie Linero
, Dawn Jeffory
, Shelly Juttner
, Kevin McCarley
, Lois Hall
, Olive Dunbar
, Barbara Barrie
, William Wise
, Robert Lussier
, Nora Denney
, Tommy Crebbs
, Newell Alexander
, Danielle Carin
, Olga Merediz
, Ken Medlock
, Nile Lanning
, Helene Nelson
, Alma Cuervo
, Gene Crane
, Danny Cooksey
, Allan Lurie
, Jimmy Bridges
, Drew Snyder
, Peter Haas
, Tim Maier
, Art LaFleur
, Sky Berdahl
, Nancy McKeon
, Kelly Neal
, Harold Pruett
, Jill Andre
, Julie Dolan
, Nancy Kandal
, Lark Geib
, Gabrielle Carteris
, Rusty Gilligan
, Christopher Shaw
, Mayim Bialik
, Cheryl 'Salt' James
, M.C. Hammer
, Christopher Martin
, Pepa
, Christopher Reid
, Spinderella
, John Stamos
, Jody Watley
",English,"[' Adventure', ' ', ' Drama', ' Family', None]",English, American Broadcasting Company (ABC),
220,5.9,Night of Terror (TV Movie 1972) - IMDb,"
                    A hired killer hunts down a schoolteacher to get something she has. She doesn't know what it is, but he's already killed twice to get it.
            "," Martin Balsam
, Catherine Burns
, Chuck Connors
, Donna Mills
, Agnes Moorehead
, Eddie Egan
, David Spielberg
, Mary Grace Canfield
, Peter Hooten
, John Karlen
, John Martino
, William Gray Espy
, Vic Vallaro
, Bart La Rue
, Leon Williams
",English,"[' Thriller', ' ', None, None, None]",English, Miller-Milkis Productions,
11,6.9,Another Part of the Forest (TV Movie 1972) - IMDb,"
                    1880: The Hubbard family got rich through profiteering in the Civil War. Now, they are hated, but powerful.
            "," Barry Sullivan
, William Bassett
, Tiffany Bolling
, Lane Bradbury
, Peter Brocco
, Robert Foxworth
, Jack Manning
, Dorothy McGuire
, Maidie Norman
, Andrew Prine
, Kent Smith
, Tisha Sterling
, Bill Walker
",English,"[' Drama', ' ', None, None, None]",English, Hollywood Television Theatre,
"1,487",7.4,"You're Not Elected, Charlie Brown (TV Short 1972) - IMDb","
                    Linus runs for school president with Lucy and Charlie Brown being his campaign managers.
            "," Chad Webber
, Robin Kohn
, Stephen Shea
, Hilary Momberger-Powers
, Todd Barbee
",English,"[' Animation', ' Short', ' Comedy', ' Family', None]",English, Lee Mendelson Film Productions,
216,6.6,The Red Pony (TV Movie 1973) - IMDb,"
                    A young farmboy who can't seem to communicate with his father develops an attachment to a young red pony.
            "," Henry Fonda
, Maureen O'Hara
, Ben Johnson
, Jack Elam
, Clint Howard
, Julian Rivero
, Roy Jenson
, Lieux Dressler
, Richard Jaeckel
, Woody Chambliss
, Link Wyler
, Warren Douglas
, Rance Howard
, Yvonne Wood
, Sally Carter-Ihnat
",English,"[' Drama', ' ', ' Western', None, None]",English, Omnibus Productions,
94,7.6,Much Ado About Nothing (TV Movie 1973) - IMDb,"
                    Videotape of the Joseph Papp production. Don Pedro and his men (Teddy Roosevelt Roughriders) have returned from the wars. After Beatrice turns down his proposal, Don Pedro decides to ...
                    "," Sam Waterston
, Kathleen Widdoes
, Barnard Hughes
, Charles Bartlett
, Frederick Coffin
, Marshall Efron
, Arny Freeman
, Jack Gianino
, George Gugleotti
, Mark Hammer
, Bette Henritze
, Jeanne Hepple
, Nina Jordan
, David Lenthall
, Will Mackenzie
",English,"[' Comedy', ' ', None, None, None]",English, New York Shakespeare Festival, New York Shakespeare Festival
9,6.8,Three on a Match (TV Series 1971–1974) - IMDb,"
                    Contestants competed to correctly answer questions and accumulate money. That money is used to buy boxes and the contestants attempt to match three identical items.
            "," Bill Cullen
, Don Pardo
",English,"[' Game-Show', None, None, None, None]",English, Bob Stewart Productions,
,,A Royal Gala Variety Performance (1972) - IMDb,"
                    "," Dick Martin
, Liza Minnelli
, Roger Moore
, Des O'Connor
, Donny Osmond
, The Osmonds
, Dan Rowan
, Lily Tomlin
",English,"[' Music', None, None, None, None]",English, Associated Television (ATV),
"1,337",8.3,The Homecoming: A Christmas Story (TV Movie 1971) - IMDb,"
                    On Christmas Eve 1933, the Waltons prepare for the holiday. However, John Walton, who was forced to take work in another part of the state, has not returned home yet, and his family are becoming increasingly worried.
            "," Patricia Neal
, Richard Thomas
, Edgar Bergen
, Ellen Corby
, Dorothy Stickney
, Josephine Hutchinson
, William Windom
, Cleavon Little
, Andrew Duggan
, David Huddleston
, Woodrow Parfrey
, Sally Chamberlin
, Jon Walmsley
, Judy Norton
, Mary Beth McDonough
",English,"[' Drama', ' ', None, None, None]",English, CBS Television Network,
134,6.2,To All My Friends on Shore (TV Movie 1972) - IMDb,"
                    An airport redcap works hard to get his family out of the ghetto, only to discover that his son has sickle-cell anemia.
            "," Bill Cosby
, Gloria Foster
, Dennis Hines
, Bo Enivel
, Dennis Tate
, Ray Mason
, Garrett Saunders
, David Mann
, Judy Mills
, Teddy Thompson
, Steven Dohanos
",English,"[' Drama', ' ', None, None, None]",English, Jamel Productions Inc.,
38,9.3,Julie and Carol at Lincoln Center (1971) - IMDb,"
                    "," Julie Andrews
, Carol Burnett
, Don Crichton
",English,"[' Comedy', ' ', None, None, None]",English, Aniul Productions,
,,The Peking Ballet: First Spectacular from China (1972) - IMDb,"
                    "," Gene Kelly
, Chinese Ballet Troupe
",,"[' Music', ' Sport', None, None, None]",See more,IMDbPro,
,,Heifetz (TV Movie 1971) - IMDb,"
                    "," Jascha Heifetz
, Orchestre national de France
, Francis Robinson
, Brooks Smith
","Paris, France","[' Music', None, None, None, None]","Paris, France",IMDbPro,
"2,170",6.8,One Life to Live (TV Series 1968–2013) - IMDb,"
                    One Life to Live centres takes place in the fictional town of Llanview, PA.around the wealthy Lord family, and the middle-class Woleks and Rileys.
            "," Erika Slezak
, Michael Easton
",USA,"[' Drama', ' ', None, None, None]",USA, American Broadcasting Company (ABC),"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA"
15,7.0,Bernstein on Beethoven: A Celebration in Vienna (TV Movie 1970) - IMDb,"
                    This program is a 125 Minute documentary in four chapters that celebrated the 200th birthday of the famous classical composer Ludwig van Beethoven. Presented by the famous composer and ...
                    "," Leonard Bernstein
, Theo Adam
, Chor der Wiener Staatsoper
, Franz Crass
, Adolf Dallapozza
, Plácido Domingo
, Gwyneth Jones
, James King
, Lucia Popp
, Karl Ridderbusch
, Otto Schenk
, Martti Talvela
, Shirley Verrett
, Wiener Philharmoniker
",English,"[' Documentary', ' ', None, None, None]",English, Amberson Productions Inc.,
"1,167",8.4,The Six Wives of Henry VIII (TV Mini-Series 1970) - IMDb,"
                    A six-episode dramatization of Henry VIII's relationships with each of his six wives. Each episode is devoted to one wife, and is a complete play in itself.
            "," Keith Michell
, Anthony Quayle
, Patrick Troughton
, Bernard Hepton
, Sheila Burrell
, Basil Dignam
, Wolfe Morris
, Angela Pleasence
, Anne Stallybrass
, Dorothy Tutin
, Daniel Moynihan
, John Ronane
, Howard Goorney
, Patrick Godfrey
, Alison Frazer
, Edward Atienza
",English,"[' Drama', ' History', ' Romance', None, None]",English, British Broadcasting Corporation (BBC),
,,1972 Rose Bowl (1972) - IMDb,"
                    "," Curt Gowdy
, Al DeRogatis
, Jackie Brown
, Don Bunce
, Dana Coin
, Jim Ferguson
, Rod Garcia
, Ray Handley
, John Ralston
, Bo Schembechler
, Fritz Seyferth
",English,"[' Sport', ' ', None, None, None]",English,IMDbPro,
7,4.9,Sapporo 1972: XI Olympic Winter Games (TV Mini-Series 1972– ) - IMDb,"
                    Broadcast of the 1972 Winter Olympic Games from Sapporo, Japan.
            "," Art Devlin
, Paco Fernández Ochoa
, Peggy Fleming
, Curt Gowdy
, Hirohito
, Billy Kidd
, Terry McDermott
, Al Michaels
, Annemarie Moser-Pröll
, Marie-Theres Nadig
, Jack Perkins
, Jay Randolph
, Bernhard Russi
, Jim Simpson
, Gustav Thöni
",English,"[' Sport', ' ', None, None, None]",English,IMDbPro,
43,7.9,The ABC Comedy Hour (TV Series 1972– ) - IMDb,"
                    On an alternate basis, ""The ABC Comedy Hour"" presented ""The Kopykats"" with various comedy specials.
            "," George Kirby
, Frank Gorshin
, Marilyn Michaels
, Joe Baker
, Rich Little
, Fred Travalena
",English,"[' Comedy', ' ', None, None, None]",English, American Broadcasting Company (ABC),
,,"""NET Opera Theater"" The Trial of Mary Lincoln (TV Episode 1972) - IMDb","
                    "," Elaine Bonazzi
, Alan Titus
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
"6,023",5.0,Days of Our Lives (TV Series 1965– ) - IMDb,"
                    A chronicle of the lives, loves, trials and tribulations of the citizens of the fictional city of Salem.
            "," Frances Reid
, John Clarke
, Deidre Hall
, Macdonald Carey
, Josh Taylor
, John Aniston
, Suzanne Rogers
, Kristian Alfonso
, Matthew Ashford
, Bryan Dattilo
, Susan Seaforth Hayes
, Drake Hogestyn
, Bill Hayes
, Lauren Koslow
, Peter Reckell
, Alison Sweeney
, Joseph Mascolo
, Melissa Reeves
, Thaao Penghlis
, James Reynolds
, Arianne Zucker
, James Scott
, Stephen Nichols
, Eric Martsolf
, Galen Gering
",USA,"[' Drama', ' ', None, None, None]",USA, Corday Productions,"Boone Hall Plantation - 1235 Long Point Road, Mount Pleasant, South Carolina, USA"
