,finalist,year,winner_Nominee,item_award,award_description
367,Barbara Barrie,2003,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
368,Barbara Barrie,1964,Winner,Best Actress,
369,Barbara Barrie,2000,Nominee,Independent Spirit Award,Best Supporting Female
370,Barbara Barrie,1980,Nominee,NSFC Award,Best Supporting Actress
371,Barbara Barrie,1979,Nominee,NYFCC Award,Best Supporting Actress
372,Barbara Barrie,2001,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
373,Charles S. Dutton,1996,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
374,Charles S. Dutton,2003,Winner,Primetime Emmy,Outstanding Guest Actor in a Drama Series
375,Charles S. Dutton,1993,Nominee,Saturn Award,Best Supporting Actor
376,Charles S. Dutton,2016,Nominee,Black Reel,"Outstanding Supporting Actor, TV Movie or Limited Series"
377,Charles S. Dutton,2017,Nominee,Festival Prize,Best Actor Horror
378,Charles S. Dutton,2007,Nominee,DGA Award,Outstanding Directorial Achievement in Movies for Television
379,Charles S. Dutton,1992,Nominee,Chainsaw Award,Best Supporting Actor
380,Charles S. Dutton,2000,Nominee,Independent Spirit Award,Best Supporting Male
381,Charles S. Dutton,2006,Nominee,Gold Derby TV Award,Drama Guest Actor
382,Charles S. Dutton,2015,Nominee,Image Award,"Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special"
383,Charles S. Dutton,1999,Winner,Grand Jury Award,Outstanding Actor in a Feature Film
384,Charles S. Dutton,2003,Winner,OFTA Television Award,Best Guest Actor in a Drama Series
385,Charles S. Dutton,1999,Nominee,Actor,Outstanding Performance by a Male Actor in a TV Movie or Miniseries
386,Gene Wilder,1975,Nominee,Oscar,"Best Writing, Screenplay Adapted From Other Material"
387,Gene Wilder,1977,Nominee,Golden Globe,Best Actor in a Motion Picture - Comedy or Musical
388,Gene Wilder,2003,Winner,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
389,Gene Wilder,1962,Winner,Clarence Derwent Award,Best supporting Male (USA)
390,Gene Wilder,2000,Nominee,Edgar,Best Television Feature or Miniseries
391,Gene Wilder,1975,Winner,Hugo,Best Dramatic Presentation
392,Gene Wilder,2002,Winner,Lifetime Achievement Award,
393,Gene Wilder,2003,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
394,Gene Wilder,2017,Winner,Special Award,
395,Gene Wilder,1976,Winner,Nebula Award,Best Dramatic Writing
396,Gene Wilder,1979,Nominee,Stinker Award,Worst Fake Accent: Male
397,Gene Wilder,1975,Nominee,WGA Award (Screen),Best Comedy Adapted from Another Medium
398,Jonathan Winters,1964,Nominee,Golden Globe,Best Actor - Comedy or Musical
399,Jonathan Winters,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
400,Jonathan Winters,1991,Winner,American Comedy Award,"Funniest Male Performer in a TV Special (Leading or Supporting) Network, Cable or Syndication"
401,Jonathan Winters,2005,Winner,DVDX Award,Best Supporting Actor (in a DVD Premiere Movie)
402,Jonathan Winters,2010,Nominee,Grammy,"Best Spoken Word Album (includes poetry, audio books & story telling)"
403,Jonathan Winters,1964,Nominee,Golden Laurel,Top Male New Face
404,Jonathan Winters,1999,Winner,Mark Twain Prize,Mark Twain Prize for American Humor
405,Jonathan Winters,2000,Winner,Lifetime Achievement Award,
406,Jonathan Winters,2003,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
407,Jonathan Winters,2003,Winner,Lifetime Achievement Tribute,
408,Jonathan Winters,2008,Winner,Pioneer Award,
409,Jonathan Winters,1960,Winner,Star on the Walk of Fame,Television
410,Anne Bancroft,1986,Nominee,Oscar,Best Actress in a Leading Role
411,Anne Bancroft,1987,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
412,Anne Bancroft,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
413,Anne Bancroft,1988,Winner,BAFTA Film Award,Best Actress
414,Anne Bancroft,1996,Winner,Lifetime Achievement Award in Comedy,
415,Anne Bancroft,1996,Nominee,CableACE,Actress in a Movie or Miniseries
416,Anne Bancroft,1964,Winner,Best Actress,
417,Anne Bancroft,1967,Nominee,Audience Award,Best Actress
418,Anne Bancroft,1984,Nominee,Silver Ribbon,Best Foreign Actress (Migliore Attrice Straniera)
419,Anne Bancroft,1970,Nominee,Golden Laurel,Female Star
420,Anne Bancroft,1977,Winner,NBR Award,Best Actress
421,Anne Bancroft,2008,Winner,OFTA Film Hall of Fame,Acting
422,Anne Bancroft,1990,Nominee,Razzie Award,Worst Supporting Actress
423,Anne Bancroft,1962,Winner,Prize San Sebastián,Best Actress
424,Anne Bancroft,2004,Nominee,Golden Satellite Award,Best Actress in a Supporting Role in a Miniseries or a Motion Picture Made for Television
425,Anne Bancroft,2004,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
426,Anne Bancroft,1980,Nominee,Golden Charybdis,
427,Anne Bancroft,1998,Nominee,Stinker Award,Worst Supporting Actress
428,Anne Bancroft,1960,Winner,Star on the Walk of Fame,Television
429,Tim Matheson,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
430,Tim Matheson,2018,Winner,Festival Prize,Best Ensemble Cast
431,Tim Matheson,2016,Nominee,Critics' Choice TV Award,Best Actor in a Movie Made for Television or Limited Series
432,Juliette Lewis,1992,Nominee,Oscar,Best Actress in a Supporting Role
433,Juliette Lewis,1992,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
434,Juliette Lewis,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
435,Juliette Lewis,2012,Nominee,Felix,Best Supporting Actress
436,Juliette Lewis,1996,Nominee,Saturn Award,Best Supporting Actress
437,Juliette Lewis,1994,Nominee,ACCA,Best Actress in a Leading Role
438,Juliette Lewis,1997,Winner,Blockbuster Entertainment Award,Favorite Supporting Actress - Drama
439,Juliette Lewis,2010,Winner,BSFC Award,Best Supporting Actress
440,Juliette Lewis,2013,Winner,Capri Ensemble Cast Award,
441,Juliette Lewis,1992,Winner,CFCA Award,Most Promising Actress
442,Juliette Lewis,1992,Nominee,DFWFCA Award,Best Supporting Actress
443,Juliette Lewis,2002,Nominee,Daytime Emmy,Outstanding Performer in a Children's Special
444,Juliette Lewis,2003,Nominee,Independent Spirit Award,Best Supporting Female
445,Juliette Lewis,2014,Nominee,Gold Derby Award,Ensemble Cast
446,Juliette Lewis,2013,Winner,Hollywood Film Award,Ensemble of the Year
447,Juliette Lewis,1991,Winner,KCFCC Award,Best Supporting Actress
448,Juliette Lewis,2012,Nominee,Golden Nymph,Outstanding Actress in a Drama Series
449,Juliette Lewis,1995,Nominee,MTV Movie Award,Best On-Screen Duo
450,Juliette Lewis,1992,Nominee,NSFC Award,Best Supporting Actress
451,Juliette Lewis,2013,Winner,NFCS Award,Best Ensemble Cast
452,Juliette Lewis,1991,Nominee,NYFCC Award,Best Supporting Actress
453,Juliette Lewis,2013,Nominee,PFCS Award,Best Acting Ensemble
454,Juliette Lewis,2000,Nominee,Razzie Award,Worst Supporting Actress
455,Juliette Lewis,2014,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
456,Juliette Lewis,2014,Nominee,Seattle Film Critics Award,Best Ensemble Cast
457,Juliette Lewis,1993,Winner,ShoWest Award,Female Star of Tomorrow
458,Juliette Lewis,1994,Winner,Pasinetti Award,Best Actress
459,Juliette Lewis,2013,Nominee,WAFCA Award,Best Acting Ensemble
460,Juliette Lewis,2013,Nominee,WFCC Award,Women's Work/Best Ensemble
461,Juliette Lewis,1988,Nominee,Young Artist Award,Best Young Actress Starring in a New Television Comedy Series
462,Farrah Fawcett,1990,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
463,Farrah Fawcett,2009,Nominee,Primetime Emmy,Outstanding Nonfiction Special
464,Farrah Fawcett,1986,Nominee,Bravo Otto Germany,Best Actress (Schauspielerin)
465,Farrah Fawcett,1990,Winner,CableACE,Best Actress in a Telefilm Documentary/Drama
466,Farrah Fawcett,1998,Nominee,Independent Spirit Award,Best Supporting Female
467,Farrah Fawcett,1975,Nominee,Golden Apple,Female New Star of the Year
468,Farrah Fawcett,1986,Winner,Jupiter Award,Best International Actress
469,Farrah Fawcett,1977,Winner,People's Choice Award,Favorite Female Performer in a New TV Program
470,Farrah Fawcett,1982,Nominee,Razzie Award,Worst Supporting Actress
471,Farrah Fawcett,1985,Nominee,TCA Award,Outstanding Achievement in Specials
472,Farrah Fawcett,2004,Nominee,Stinker Award,Worst Supporting Actress
473,Farrah Fawcett,1980,Nominee,TP de Oro,Best Foreign Actress (Mejor Actriz Extranjera)
474,Farrah Fawcett,2004,Winner,TV Land Award,"Favorite ""Fan""-tastic Phenomenon"
475,Farrah Fawcett,1995,Winner,Star on the Walk of Fame,Television
476,David Duchovny,2012,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
477,David Duchovny,2003,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
478,David Duchovny,2008,Nominee,BAFTA TV Award,Best International
479,David Duchovny,2016,Nominee,Saturn Award,Best Actor on Television
480,David Duchovny,1997,Winner,TV Prize,Best Foreign TV Personality - Male (Bästa utländska man)
481,David Duchovny,1999,Winner,American Comedy Award,Funniest Male Guest Appearance in a TV Series
482,David Duchovny,2000,Nominee,Bravo Otto Germany,Best Male TV Star (TV-Star m)
483,David Duchovny,2008,Nominee,Gold Derby TV Award,Comedy Lead Actor
484,David Duchovny,1996,Winner,National Television Award,Most Popular Actor
485,David Duchovny,1998,Winner,OFTA Television Award,Best Guest Actor in a Cable Series
486,David Duchovny,1998,Nominee,People's Choice Award,Favorite Male Television Performer
487,David Duchovny,2010,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
488,David Duchovny,2014,Nominee,Prism Award,Performance in a Comedy Series
489,David Duchovny,2008,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
490,David Duchovny,1995,Winner,Universe Reader's Choice Award,Best Actor in a Genre TV Series
491,David Duchovny,2009,Nominee,Actor,Outstanding Performance by a Male Actor in a Comedy Series
492,David Duchovny,1997,Nominee,TCA Award,Individual Achievement in Drama
493,David Duchovny,2000,Nominee,TV Guide Award,Favorite Actor in a Drama
494,David Duchovny,1997,Nominee,Q Award,Best Actor in a Quality Drama Series
495,David Duchovny,2016,Winner,Star on the Walk of Fame,Television
496,Peter O'Toole,2007,Nominee,Oscar,Best Performance by an Actor in a Leading Role
497,Peter O'Toole,2007,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Drama
498,Peter O'Toole,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
499,Peter O'Toole,2007,Nominee,BAFTA Film Award,Best Actor in a Leading Role
500,Peter O'Toole,2007,Nominee,Movies for Grownups Award,Best Actor
501,Peter O'Toole,2006,Nominee,British Independent Film Award,Best Actor
502,Peter O'Toole,2007,Nominee,Critics Choice Award,Best Actor
503,Peter O'Toole,1987,Winner,ACE,Actor in a Dramatic Series
504,Peter O'Toole,2002,Winner,Best Actor,
505,Peter O'Toole,2006,Nominee,CFCA Award,Best Actor
506,Peter O'Toole,2006,Nominee,DFWFCA Award,Best Actor
507,Peter O'Toole,1988,Winner,David,Best Supporting Actor (Migliore Attore non Protagonista)
508,Peter O'Toole,2003,Nominee,DVD Premiere Award,Best Actor
509,Peter O'Toole,2008,Nominee,Gold Derby TV Award,Drama Guest Actor
510,Peter O'Toole,2013,Winner,Award of Excellence,
511,Peter O'Toole,2009,Winner,IFTA Award,Best Actor in a Supporting Role in Television
512,Peter O'Toole,2006,Winner,Lifetime Achievement Award,
513,Peter O'Toole,1970,Nominee,Golden Laurel,Male Star
514,Peter O'Toole,2009,Nominee,ALFS Award,British Supporting Actor of the Year
515,Peter O'Toole,1982,Nominee,LAFCA Award,Best Actor
516,Peter O'Toole,2009,Nominee,Golden Nymph,Outstanding Actor - Drama Series
517,Peter O'Toole,1972,Winner,NBR Award,Best Actor
518,Peter O'Toole,2007,Nominee,NSFC Award,Best Actor
519,Peter O'Toole,1982,Nominee,NYFCC Award,Best Actor
520,Peter O'Toole,2009,Winner,Film Award,Best Supporting Actor in a Feature Film
521,Peter O'Toole,2007,Nominee,OFTA Film Award,Best Actor
522,Peter O'Toole,2007,Nominee,OFCS Award,Best Actor
523,Peter O'Toole,1987,Nominee,Razzie Award,Worst Supporting Actor
524,Peter O'Toole,1984,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
525,Peter O'Toole,2006,Nominee,Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
526,Peter O'Toole,2004,Winner,Lifetime Achievement Award,
527,Peter O'Toole,2007,Nominee,Actor,Outstanding Performance by a Male Actor in a Leading Role
528,Peter O'Toole,2002,Winner,Telegatto,Special Award Cult TV
529,Peter O'Toole,2002,Winner,Silver Medallion Award,
530,John Malkovich,1994,Nominee,Oscar,Best Actor in a Supporting Role
531,John Malkovich,1995,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
532,John Malkovich,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
533,John Malkovich,1994,Nominee,BAFTA Film Award,Best Actor in a Supporting Role
534,John Malkovich,2011,Winner,Movies for Grownups Award,Best Supporting Actor
535,John Malkovich,2011,Nominee,Saturn Award,Best Supporting Actor
536,John Malkovich,2018,Winner,EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest
537,John Malkovich,2000,Winner,American Comedy Award,Funniest Supporting Actor in a Motion Picture
538,John Malkovich,2012,Nominee,ACCA,Best Motion Picture
539,John Malkovich,1985,Winner,BSFC Award,Best Supporting Actor
540,John Malkovich,2001,Winner,Special Award,
541,John Malkovich,2007,Winner,Capri Legend Award,
542,John Malkovich,2000,Nominee,CFCA Award,Best Supporting Actor
543,John Malkovich,2002,Nominee,Gold Hugo,New Directors Competition
544,John Malkovich,2000,Nominee,Chlotrudis Award,Best Supporting Actor
545,John Malkovich,2008,Winner,Christopher Award,Feature Films
546,John Malkovich,2013,Nominee,CinEuphoria,Best Ensemble - National Competition
547,John Malkovich,1983,Winner,Clarence Derwent Award,Best supporting Male (USA)
548,John Malkovich,1993,Winner,"Jury ""Coup de Chapeau""",
549,John Malkovich,1989,Nominee,David,Best Foreign Actor (Migliore Attore Straniero)
550,John Malkovich,2020,Winner,Belgrade Victor,Outstanding Contribution to Cinema
551,John Malkovich,2013,Winner,Independent Spirit Award,Best First Feature
552,John Malkovich,1984,Winner,KCFCC Award,Best Supporting Actor
553,John Malkovich,2009,Winner,Special Prize for Outstanding Contribution to World Cinema,
554,John Malkovich,2000,Nominee,Sierra Award,Best Supporting Actor
555,John Malkovich,2014,Winner,Tribute Award,
556,John Malkovich,2005,Winner,Excellence Award,
557,John Malkovich,1999,Nominee,LAFCA Award,Best Supporting Actor
558,John Malkovich,2011,Winner,Special Prize,
559,John Malkovich,1994,Nominee,MTV Movie Award,Best Villain
560,John Malkovich,2011,Winner,CineMerit Award,
561,John Malkovich,1984,Winner,NBR Award,Best Supporting Actor
562,John Malkovich,1985,Winner,NSFC Award,Best Supporting Actor
563,John Malkovich,1999,Winner,NYFCC Award,Best Supporting Actor
564,John Malkovich,2010,Winner,Emmy,Outstanding Informational Programming - Long Form
565,John Malkovich,2017,Winner,Best Actor,June
566,John Malkovich,2013,Nominee,OFTA Film Award,Best Picture
567,John Malkovich,2000,Nominee,OFCS Award,Best Supporting Actor
568,John Malkovich,2009,Nominee,SDFCS Award,Best Supporting Actor
569,John Malkovich,1998,Winner,Donostia Lifetime Achievement Award,
570,John Malkovich,1990,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
571,John Malkovich,2010,Nominee,Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
572,John Malkovich,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
573,John Malkovich,2000,Nominee,SEFCA Award,Best Supporting Actor
574,John Malkovich,2018,Winner,Dick Shaap Outstanding Writing Award,Writing
575,John Malkovich,2008,Nominee,SLFCA Award,Best Supporting Actor
576,John Malkovich,2003,Nominee,Stinker Award,Worst Supporting Actor
577,John Malkovich,2014,Winner,Golden Eye for Lifetime Achievement,
578,Ben Gazzara,1968,Nominee,Golden Globe,Best TV Star - Male
579,Ben Gazzara,2003,Winner,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
580,Ben Gazzara,1985,Nominee,David,Best Actor (Migliore Attore Protagonista)
581,Ben Gazzara,1993,Winner,Career Award,Cinema
582,Ben Gazzara,1989,Winner,François Truffaut Award,
583,Ben Gazzara,2000,Winner,Golden Eagle Award,
584,Ben Gazzara,1998,Winner,NBR Award,Best Acting by an Ensemble
585,Ben Gazzara,2001,Winner,German Independence Honorary Award,
586,Ben Gazzara,1990,Nominee,Razzie Award,Worst Supporting Actor
587,Ben Gazzara,2005,Winner,Donostia Lifetime Achievement Award,
588,Kathy Baker,1996,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
589,Kathy Baker,2003,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
590,Kathy Baker,1993,Nominee,American Television Award,Best Actress in a Dramatic Series
591,Kathy Baker,2003,Nominee,ACCA,Best Cast Ensemble
592,Kathy Baker,1988,Winner,BSFC Award,Best Supporting Actress
593,Kathy Baker,1988,Nominee,Independent Spirit Award,Best Supporting Female
594,Kathy Baker,2011,Nominee,Gotham Independent Film Award,Best Ensemble Performance
595,Kathy Baker,2005,Winner,Bronze Leopard,Best Actress
596,Kathy Baker,1988,Winner,NSFC Award,Best Supporting Actress
597,Kathy Baker,2001,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
598,Kathy Baker,2013,Nominee,PFCS Award,Best Acting Ensemble
599,Kathy Baker,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
600,Kathy Baker,1996,Nominee,Q Award,Best Actress in a Quality Drama Series
601,John Mahoney,2001,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
602,John Mahoney,2003,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
603,John Mahoney,1998,Winner,Commitment to Chicago Award,
604,John Mahoney,1986,Winner,Clarence Derwent Award,Best supporting Male (USA)
605,John Mahoney,2009,Nominee,Gold Derby TV Award,Drama Supporting Actor
606,John Mahoney,2004,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
